Gene,Gene_ID,Disease,Disease_ID,Gene_Degree,Disease_Degree,Gene_IC,Disease_IC,Combined_IC,Gene_Network_Score,Dis_Network_Score,GMT_Confirmed,Probability_Score,Percentile,Rank_Gene_for_Disease,Rank_Disease_for_Gene
CLN5,1203,Neuronal Ceroid-Lipofuscinosis,ClinVar_NULL,2,7,11.4815,9.3251,20.8067,0.543843,0.707107,1.0,0.846794,98.99,1,1
PLOD2,5352,Bruck syndrome,MedGen_609420,2,2,11.4815,11.1325,22.614,0.816497,0.272166,0.0,0.846542,98.99,1,1
OSTM1,28962,Autosomal recessive osteopetrosis,MedGen_1385510,2,7,11.4815,9.3251,20.8067,0.571395,0.668153,1.0,0.846363,98.98,2,1
TUBB8,347688,Oocyte maturation defect,ClinVar_NULL,2,5,11.4815,9.8106,21.2921,0.65533,0.447214,1.0,0.846236,98.97,2,1
PLEKHM1,9842,Autosomal recessive osteopetrosis,MedGen_1385510,3,7,10.8966,9.3251,20.2217,0.669229,0.719835,1.0,0.84548,98.97,3,1
GLRB,2743,Hyperekplexia,MedGen_488800,1,5,12.4815,9.8106,22.2921,0.747891,0.0,1.0,0.845331,98.96,1,1
ATAD1,84896,Hyperekplexia,MedGen_488800,1,5,12.4815,9.8106,22.2921,0.747891,0.0,1.0,0.845331,98.96,1,1
STRA6,64220,Matthew-Wood syndrome,OMIM_601186,2,2,11.4815,11.1325,22.614,0.707107,0.408248,0.0,0.844641,98.95,1,1
UCP2,7351,Body mass index quantitative trait locus,ClinVar_NULL,1,5,12.4815,9.8106,22.2921,0.738829,0.0,1.0,0.842981,98.94,1,1
MRAP2,112609,Body mass index quantitative trait locus,ClinVar_NULL,1,5,12.4815,9.8106,22.2921,0.738829,0.0,1.0,0.842981,98.94,1,1
ADCY8,114,Body mass index quantitative trait locus,ClinVar_NULL,1,5,12.4815,9.8106,22.2921,0.738829,0.0,1.0,0.842981,98.94,1,1
PIGW,284098,Hyperphosphatasia,ClinVar_NULL,1,6,12.4815,9.5475,22.0291,0.782843,0.0,1.0,0.842972,98.92,2,1
PIGY,84992,Hyperphosphatasia,ClinVar_NULL,1,6,12.4815,9.5475,22.0291,0.782843,0.0,1.0,0.842972,98.92,2,1
PGAP3,93210,Hyperphosphatasia,ClinVar_NULL,1,6,12.4815,9.5475,22.0291,0.782843,0.0,1.0,0.842972,98.92,2,1
CD27,939,Lymphoproliferative syndrome,MedGen_6162,2,2,11.4815,11.1325,22.614,0.816497,0.25,0.0,0.842231,98.91,1,1
UPF1,5976,GDF1-RELATED DISORD,ClinVar_NULL,4,2,10.4815,11.1325,21.614,0.707107,0.711169,0.0,0.841485,98.9,1,1
UPF1,5976,Right atrial isomerism,OMIM_613854,4,2,10.4815,11.1325,21.614,0.707107,0.711169,0.0,0.841485,98.9,1,1
SCNN1B,6338,Bronchiectasis,MedGen_14234,3,6,10.8966,9.5475,20.4441,0.631894,0.69376,1.0,0.840381,98.89,2,2
SCNN1G,6340,Bronchiectasis,MedGen_14234,3,6,10.8966,9.5475,20.4441,0.631894,0.69376,1.0,0.840381,98.89,2,2
BCL2L2-PABPN1,100529063,Oculopharyngeal muscular dystrophy,ClinVar_NULL,1,3,12.4815,10.5475,23.0291,0.853553,0.0,0.0,0.839892,98.88,1,1
TMC6,11322,Epidermodysplasia verruciformis,ClinVar_NULL,1,3,12.4815,10.5475,23.0291,0.853553,0.0,0.0,0.839892,98.88,1,1
PABPN1,8106,Oculopharyngeal muscular dystrophy,ClinVar_NULL,1,3,12.4815,10.5475,23.0291,0.853553,0.0,0.0,0.839892,98.88,1,1
TMC8,147138,Epidermodysplasia verruciformis,ClinVar_NULL,1,3,12.4815,10.5475,23.0291,0.853553,0.0,0.0,0.839892,98.88,1,1
TLDC2,140711,Chilblain lupus,ClinVar_NULL,2,3,11.4815,10.5475,22.0291,0.658248,0.57735,0.0,0.839463,98.86,1,1
NCF2,4688,Chronic granulomatous disease,ClinVar_NULL,3,5,10.8966,9.8106,20.7072,0.704014,0.521517,1.0,0.837006,98.85,3,1
NCF2,4688,Granulomatous disease,ClinVar_NULL,3,5,10.8966,9.8106,20.7072,0.704014,0.521517,1.0,0.837006,98.85,3,1
NNT,23530,Glucocorticoid deficiency,ClinVar_NULL,1,5,12.4815,9.8106,22.2921,0.713866,0.0,1.0,0.836507,98.84,1,1
MC2R,4158,Glucocorticoid deficiency,ClinVar_NULL,1,5,12.4815,9.8106,22.2921,0.713866,0.0,1.0,0.836507,98.84,1,1
MRAP,56246,Glucocorticoid deficiency,ClinVar_NULL,1,5,12.4815,9.8106,22.2921,0.713866,0.0,1.0,0.836507,98.84,1,1
OSTM1,28962,Osteopetrosis,OMIM_256000,2,8,11.4815,9.1325,20.614,0.564568,0.668153,1.0,0.836231,98.83,1,2
KLF1,10661,Glutaric aciduria,MedGen_75695,4,2,10.4815,11.1325,21.614,0.666667,0.736602,0.0,0.835945,98.82,1,1
KLF1,10661,BLOOD GROUP--LUTHERAN INHIBI,ClinVar_NULL,4,2,10.4815,11.1325,21.614,0.666667,0.736602,0.0,0.835945,98.82,1,1
ALX4,60529,Parietal foramina,MONDO_0018953,3,2,10.8966,11.1325,22.0291,0.666667,0.603553,0.0,0.835834,98.81,1,1
MSX2,4488,Parietal foramina,MONDO_0018953,3,2,10.8966,11.1325,22.0291,0.666667,0.603553,0.0,0.835834,98.81,1,1
GALNS,2588,Morquio syndrome,ClinVar_NULL,4,2,10.4815,11.1325,21.614,0.866025,0.468417,0.0,0.835483,98.8,2,1
FBXW4,6468,Ectrodactyly,ClinVar_NULL,2,2,11.4815,11.1325,22.614,0.447214,0.707107,0.0,0.835371,98.79,1,1
SLC26A1,10861,Hurler syndrome,OMIM_607014,7,2,9.6742,11.1325,20.8067,0.801784,0.810858,0.0,0.835316,98.78,1,1
SLC26A1,10861,Interstitial pneumonitis,OMIM_607014,7,2,9.6742,11.1325,20.8067,0.801784,0.810858,0.0,0.835316,98.78,1,1
SLC26A1,10861,Calcium oxalate urolithiasis,ClinVar_NULL,7,2,9.6742,11.1325,20.8067,0.801784,0.810858,0.0,0.835316,98.78,1,1
SLC26A1,10861,Nephrolithiasis susceptibility caused by SLC2,ClinVar_NULL,7,2,9.6742,11.1325,20.8067,0.801784,0.810858,0.0,0.835316,98.78,1,1
SLC26A1,10861,Hypersulfaturia,ClinVar_NULL,7,2,9.6742,11.1325,20.8067,0.801784,0.810858,0.0,0.835316,98.78,1,1
SERPINB8,5271,Peeling skin syndrome,MONDO_0019347,1,4,12.4815,10.1325,22.614,0.902369,0.0,0.0,0.834534,98.75,1,1
RFX5,5993,MHC class II deficiency,OMIM_PS209920,1,4,12.4815,10.1325,22.614,0.902369,0.0,0.0,0.834534,98.75,1,1
FLG2,388698,Peeling skin syndrome,MONDO_0019347,1,4,12.4815,10.1325,22.614,0.902369,0.0,0.0,0.834534,98.75,1,1
RFXAP,5994,MHC class II deficiency,OMIM_PS209920,1,4,12.4815,10.1325,22.614,0.902369,0.0,0.0,0.834534,98.75,1,1
CSTA,1475,Peeling skin syndrome,MONDO_0019347,1,4,12.4815,10.1325,22.614,0.902369,0.0,0.0,0.834534,98.75,1,1
RFXANK,8625,MHC class II deficiency,OMIM_PS209920,1,4,12.4815,10.1325,22.614,0.902369,0.0,0.0,0.834534,98.75,1,1
LTBR,4055,Pseudohypoaldosteronism,MedGen_18721,2,9,11.4815,8.9626,20.4441,0.576848,0.680414,1.0,0.834424,98.73,1,2
ANKIB1,54467,Cerebral cavernous malformation,OMIM_600419,2,5,11.4815,9.8106,21.2921,0.470654,0.632456,1.0,0.834373,98.72,1,2
ZMYND10,51364,Kartagener syndrome,OMIM_614935,2,10,11.4815,8.8106,20.2921,0.783299,0.438529,1.0,0.834318,98.71,1,1
RSPH1,89765,Kartagener syndrome,OMIM_614935,2,10,11.4815,8.8106,20.2921,0.783299,0.438529,1.0,0.834318,98.71,1,1
ODAD2,55130,Kartagener syndrome,OMIM_614935,2,10,11.4815,8.8106,20.2921,0.783299,0.438529,1.0,0.834318,98.71,1,1
ODAD1,93233,Kartagener syndrome,OMIM_614935,2,10,11.4815,8.8106,20.2921,0.783299,0.438529,1.0,0.834318,98.71,1,1
FAM110A,83541,Factor VII deficiency,MedGen_C0015519,3,2,10.8966,11.1325,22.0291,0.471405,0.853553,0.0,0.833821,98.69,1,1
FAM110A,83541,Factor X deficiency,MedGen_C0015519,3,2,10.8966,11.1325,22.0291,0.471405,0.853553,0.0,0.833821,98.69,1,1
GFM2,84340,Hepatoencephalopathy due to combined oxidative phosphorylation defect,ClinVar_NULL,3,2,10.8966,11.1325,22.0291,0.816497,0.388675,0.0,0.832896,98.68,2,1
HPGD,3248,Hypertrophic osteoarthropathy,ClinVar_NULL,3,2,10.8966,11.1325,22.0291,0.57735,0.707107,0.0,0.832812,98.67,1,1
C5,727,Lathosterolosis,OMIM_607330,3,2,10.8966,11.1325,22.0291,0.57735,0.707107,0.0,0.832812,98.67,1,1
PKIG,11142,Partial adenosine deaminase deficiency,MedGen_C1863239,3,2,10.8966,11.1325,22.0291,0.774597,0.442979,0.0,0.832592,98.66,1,1
SAMHD1,25939,Aicardi Goutieres syndrome,ClinVar_NULL,3,5,10.8966,9.8106,20.7072,0.604278,0.630877,1.0,0.832412,98.66,1,1
HMGCL,3155,Deficiency of hydroxymethylglutaryl-CoA lyase,OMIM_230350,3,2,10.8966,11.1325,22.0291,0.57735,0.704124,0.0,0.832232,98.65,1,1
HMGCL,3155,UDPglucose-4-epimerase deficiency,OMIM_230350,3,2,10.8966,11.1325,22.0291,0.57735,0.704124,0.0,0.832232,98.65,1,1
EOGT,285203,Adams-Oliver syndrome,MedGen_78544,1,6,12.4815,9.5475,22.0291,0.740578,0.0,1.0,0.832012,98.64,1,1
DLL4,54567,Adams-Oliver syndrome,MedGen_78544,1,6,12.4815,9.5475,22.0291,0.740578,0.0,1.0,0.832012,98.64,1,1
ARHGAP31,57514,Adams-Oliver syndrome,MedGen_78544,1,6,12.4815,9.5475,22.0291,0.740578,0.0,1.0,0.832012,98.64,1,1
ALOX12B,242,Congenital ichthyosiform erythroderma,MedGen_C0079583,5,5,10.1596,9.8106,19.9702,0.808568,0.578372,1.0,0.82943,98.62,4,1
MESP2,145873,Spondylocostal dysostosis,MedGen_82707,1,7,12.4815,9.3251,21.8067,0.766986,0.0,1.0,0.829205,98.61,1,1
LFNG,3955,Spondylocostal dysostosis,MedGen_82707,1,7,12.4815,9.3251,21.8067,0.766986,0.0,1.0,0.829205,98.61,1,1
HES7,84667,Spondylocostal dysostosis,MedGen_82707,1,7,12.4815,9.3251,21.8067,0.766986,0.0,1.0,0.829205,98.61,1,1
RIPPLY2,134701,Spondylocostal dysostosis,MedGen_82707,1,7,12.4815,9.3251,21.8067,0.766986,0.0,1.0,0.829205,98.61,1,1
PRSS56,646960,Nanophthalmia,OMIM_PS600165,2,2,11.4815,11.1325,22.614,0.57735,0.5,0.0,0.828837,98.6,1,1
HADHA,3030,Mitochondrial trifunctional protein deficiency,OMIM_PS609015,4,2,10.4815,11.1325,21.614,0.707107,0.643951,0.0,0.828412,98.59,2,1
ALAS2,212,Sideroblastic Anemia and Ataxia,MedGen_CN239162,3,2,10.8966,11.1325,22.0291,0.516398,0.761802,0.0,0.827644,98.59,1,1
SARM1,23098,TMEM199-,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,2,1
D2HGDH,728294,D-2-hydroxyglutaric aciduria,MedGen_322192,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,1,1
KCTD17,79734,Myoclonic dystonia,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,2,1
TYROBP,7305,Polycystic lipomembranous osteodysplasia,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,1,1
SARS2,54938,Hyperuricemia,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,1,1
RBCK1,10616,Polyglucosan body myopathy,MONDO_0000192,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,1,1
PCK2,5106,Phosphoenolpyruvate carboxykinase deficiency,MedGen_120618,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,2,1
WNT7B,7477,Matthew-Wood syndrome,OMIM_601186,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,2,1
CLEC1A,51267,Aspergillosis,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,2,1
SLITRK1,114798,Tourette syndrome,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,1,1
SEC24D,9871,Cole-Carpenter syndrome,MedGen_350614,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,1,1
CHKB,1120,Megaconial  muscular dystrophy,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,2,1
CNBP,7555,Myotonic dystrophy,MedGen_10239,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,2,1
IL4I1,259307,Infantile bilateral striatal necrosis,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,2,1
SLC9A3,6550,Congenital secretory sodium diarrhea,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,2,1
THOC2,57187,X-linked intellectual disability-short stature-overweight syndrome,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,2,1
SLC41A1,254428,Nephronophthisis-like nephropathy,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,1,1
KLF6,1316,Hypotension,MedGen_C0020649,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,2,1
AMHR2,269,Persistent mullerian duct syndrome,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.707107,0.0,0.0,0.827312,98.53,1,1
GLRA1,2741,Hyperekplexia,MedGen_488800,2,5,11.4815,9.8106,21.2921,0.580616,0.447214,1.0,0.82686,98.47,2,1
SLC6A5,9152,Hyperekplexia,MedGen_488800,2,5,11.4815,9.8106,21.2921,0.580616,0.447214,1.0,0.82686,98.47,2,1
MASP2,10747,Immunodeficiency due to MASP-2 deficiency,MedGen_CN239175,4,2,10.4815,11.1325,21.614,0.816497,0.489784,0.0,0.826795,98.46,1,1
AMH,268,Persistent mullerian duct syndrome,ClinVar_NULL,2,2,11.4815,11.1325,22.614,0.707107,0.316228,0.0,0.826744,98.46,2,1
HSD3B7,80270,Congenital bile acid synthesis defect,MedGen_1826069,1,7,12.4815,9.3251,21.8067,0.755444,0.0,1.0,0.826212,98.44,1,1
ACOX2,8309,Congenital bile acid synthesis defect,MedGen_1826069,1,7,12.4815,9.3251,21.8067,0.755444,0.0,1.0,0.826212,98.44,1,1
ABCD3,5825,Congenital bile acid synthesis defect,MedGen_1826069,1,7,12.4815,9.3251,21.8067,0.755444,0.0,1.0,0.826212,98.44,1,1
AKR1D1,6718,Congenital bile acid synthesis defect,MedGen_1826069,1,7,12.4815,9.3251,21.8067,0.755444,0.0,1.0,0.826212,98.44,1,1
SLC52A3,113278,Brown-Vialetto-van Laere syndrome,ClinVar_NULL,2,2,11.4815,11.1325,22.614,0.408248,0.707107,0.0,0.825266,98.42,1,1
HMOX1,3162,C,ClinVar_NULL,2,2,11.4815,11.1325,22.614,0.408248,0.707107,0.0,0.825266,98.42,1,1
GSTP1,2950,Pulmonary disease,ClinVar_NULL,2,2,11.4815,11.1325,22.614,0.408248,0.707107,0.0,0.825266,98.42,1,1
MCCC1,56922,Methylcrotonyl-CoA carboxylase deficiency,OMIM_210200,2,2,11.4815,11.1325,22.614,0.408248,0.707107,0.0,0.825266,98.42,1,1
NUP188,23511,DK1-congenital disorder of glycosylation,OMIM_610768,2,2,11.4815,11.1325,22.614,0.408248,0.707107,0.0,0.825266,98.42,1,1
POMP,51371,Proteasome-associated autoinflammatory syndrome,ClinVar_NULL,2,6,11.4815,9.5475,21.0291,0.647335,0.408248,1.0,0.825161,98.4,2,1
PLEKHM1,9842,Increased bone mineral density,ClinVar_NULL,3,6,10.8966,9.5475,20.4441,0.586993,0.674433,1.0,0.824978,98.39,2,2
UQCRC2,7385,Mitochondrial complex III deficiency nuclear,ClinVar_NULL,1,10,12.4815,8.8106,21.2921,0.834291,0.0,1.0,0.824322,98.37,1,1
UQCC3,790955,Mitochondrial complex III deficiency nuclear,ClinVar_NULL,1,10,12.4815,8.8106,21.2921,0.834291,0.0,1.0,0.824322,98.37,1,1
LYRM7,90624,Mitochondrial complex III deficiency nuclear,ClinVar_NULL,1,10,12.4815,8.8106,21.2921,0.834291,0.0,1.0,0.824322,98.37,1,1
CCNI,10983,Mitochondrial complex III deficiency nuclear,ClinVar_NULL,1,10,12.4815,8.8106,21.2921,0.834291,0.0,1.0,0.824322,98.37,1,1
UQCRQ,27089,Mitochondrial complex III deficiency nuclear,ClinVar_NULL,1,10,12.4815,8.8106,21.2921,0.834291,0.0,1.0,0.824322,98.37,1,1
UQCC2,84300,Mitochondrial complex III deficiency nuclear,ClinVar_NULL,1,10,12.4815,8.8106,21.2921,0.834291,0.0,1.0,0.824322,98.37,1,1
UQCRB,7381,Mitochondrial complex III deficiency nuclear,ClinVar_NULL,1,10,12.4815,8.8106,21.2921,0.834291,0.0,1.0,0.824322,98.37,1,1
HYLS1,219844,Severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome,OMIM_617051,4,2,10.4815,11.1325,21.614,0.666667,0.674534,0.0,0.823873,98.35,1,1
DLST,1743,Pheochromocytoma/paraganglioma syndrome,ClinVar_NULL,2,7,11.4815,9.3251,20.8067,0.434445,0.733799,1.0,0.823616,98.34,1,1
DLL3,10683,Leukodystrophy and acquired microcephaly,ClinVar_NULL,5,2,10.1596,11.1325,21.2921,0.774597,0.631522,0.0,0.823515,98.34,2,1
ZBTB24,9841,Immunodeficiency-centromeric instability-facial anomalies syndrome,MedGen_140770,1,4,12.4815,10.1325,22.614,0.859117,0.0,0.0,0.823318,98.33,1,1
HELLS,3070,Immunodeficiency-centromeric instability-facial anomalies syndrome,MedGen_140770,1,4,12.4815,10.1325,22.614,0.859117,0.0,0.0,0.823318,98.33,1,1
CDCA7,83879,Immunodeficiency-centromeric instability-facial anomalies syndrome,MedGen_140770,1,4,12.4815,10.1325,22.614,0.859117,0.0,0.0,0.823318,98.33,1,1
OCLN,100506658,Pseudo-TORCH syndrome,MedGen_483678,1,3,12.4815,10.5475,23.0291,0.788675,0.0,0.0,0.823067,98.3,1,1
PLAG1,5324,Silver-Russell syndrome,ClinVar_NULL,1,3,12.4815,10.5475,23.0291,0.788675,0.0,0.0,0.823067,98.3,1,1
HMGA2,8091,Silver-Russell syndrome,ClinVar_NULL,1,3,12.4815,10.5475,23.0291,0.788675,0.0,0.0,0.823067,98.3,1,1
USP18,11274,Pseudo-TORCH syndrome,MedGen_483678,1,3,12.4815,10.5475,23.0291,0.788675,0.0,0.0,0.823067,98.3,1,1
PLCB4,5332,Auriculocondylar syndrome,MedGen_355953,1,3,12.4815,10.5475,23.0291,0.788675,0.0,0.0,0.823067,98.3,1,1
GNAI3,2773,Auriculocondylar syndrome,MedGen_355953,1,3,12.4815,10.5475,23.0291,0.788675,0.0,0.0,0.823067,98.3,1,1
ITGA6,3655,Junctional epidermolysis bullosa,MedGen_86898,2,8,11.4815,9.1325,20.614,0.483576,0.707107,1.0,0.822804,98.28,1,1
NR1H4,9971,Progressive familial intrahepatic cholestasis,ClinVar_NULL,2,5,11.4815,9.8106,21.2921,0.512358,0.516398,1.0,0.822615,98.28,1,1
NIPAL4,348938,Autosomal recessive congenital ichthyosis,ClinVar_NULL,2,14,11.4815,8.3251,19.8067,0.61327,0.712697,1.0,0.822472,98.27,1,2
WNT5A,7474,Autosomal dominant Robinow syndrome,MedGen_1675001,1,5,12.4815,9.8106,22.2921,0.659503,0.0,1.0,0.822409,98.26,1,1
DVL3,1857,Autosomal dominant Robinow syndrome,MedGen_1675001,1,5,12.4815,9.8106,22.2921,0.659503,0.0,1.0,0.822409,98.26,1,1
ITK,3702,Lymphoproliferative syndrome,MedGen_6162,3,2,10.8966,11.1325,22.0291,0.816497,0.329124,0.0,0.821313,98.25,2,1
PRDX1,5052,Cobalamin C disease,OMIM_614857,2,5,11.4815,9.8106,21.2921,0.417513,0.632456,1.0,0.820592,98.25,1,1
IDUA,3425,Calcium oxalate urolithiasis,ClinVar_NULL,8,2,9.4815,11.1325,20.614,0.801784,0.796036,0.0,0.820471,98.23,2,1
IDUA,3425,Hypersulfaturia,ClinVar_NULL,8,2,9.4815,11.1325,20.614,0.801784,0.796036,0.0,0.820471,98.23,2,1
IDUA,3425,Hurler syndrome,OMIM_607014,8,2,9.4815,11.1325,20.614,0.801784,0.796036,0.0,0.820471,98.23,2,1
IDUA,3425,Interstitial pneumonitis,OMIM_607014,8,2,9.4815,11.1325,20.614,0.801784,0.796036,0.0,0.820471,98.23,2,1
IDUA,3425,Nephrolithiasis susceptibility caused by SLC2,ClinVar_NULL,8,2,9.4815,11.1325,20.614,0.801784,0.796036,0.0,0.820471,98.23,2,1
ITGA6,3655,Epidermolysis bullosa,ClinVar_NULL,2,9,11.4815,8.9626,20.4441,0.502909,0.707107,1.0,0.820441,98.21,1,2
TGM1,7051,Congenital ichthyosiform erythroderma,MedGen_C0079583,4,5,10.4815,9.8106,20.2921,0.759212,0.494797,1.0,0.820357,98.21,5,1
ESCO2,157570,Juberg-Hayward syndrome,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
ATN1,1822,Congenital hypotonia,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
TMCO1,54499,Craniofacial dysmorphism,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
TONSL,4796,Skeletal dysplaisia,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
ALAD,210,ALAD*1/ALAD*2 POLYMORPH,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
PMEL,6490,Sucrase-isomaltase deficiency,OMIM_222900,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
ALAD,210,Porphobilinogen synthase deficiency,OMIM_612740,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
PRKAR1B,5575,PRKAR1B-related neurodevelopmental disorder,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
DRD4,1815,AUTONOMIC NERVOUS SYSTEM DYSFUNCT,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
TET3,200424,Beck-Fahrner syndrome,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
GPC6,10082,Autosomal recessive omodysplasia,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
GMPPA,29926,Chromosomal instability,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
AASS,10157,Hyperlysinemia,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
AASS,10157,Saccharopinuria,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
RUNX2,860,Cleidocranial dysostosis,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
RUNX2,860,Metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome,OMIM_119600,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
DDX11,1663,Warsaw breakage syndrome,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
MYMK,389827,Congenital nonprogressive myopathy,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
RSPO2,340419,Tetraamelia syndrome,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
SLC25A19,60386,Progressive demyelinating neuropathy,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
RSPO2,340419,Humerofemoral hypoplasia,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
IKBKB,3551,Severe combined immunodeficiency due to IKK2 deficiency,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
FPR1,2357,Gingival disorder,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
CYP3A4,1576,Fentanyl response - Dosage,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
GMPPA,29926,Alacrima,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
PRKAR1B,5575,Marbach-Schaaf neurodevelopmental syndrome,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
KLKB1,3818,Prekallikrein deficiency,MedGen_C0272339,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
MYMK,389827,Carey-Fineman-Ziter syndrome,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
SLC52A1,55065,Maternal riboflavin deficiency,OMIM_615026,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
CYP3A4,1576,Tacrolimus response - Metabolism/,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
SLC22A12,116085,Dalmatian hypouricemia,OMIM_220150,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
SERPINA7,6906,Thyroxine-binding globulin quantitative trait locus,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
TBXAS1,6916,Thromboxane synthetase deficiency,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
SERPINA7,6906,Thyroxine-binding globulin,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
KLKB1,3818,Inherited prekallikrein deficiency,MedGen_C0272339,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
UROD,7389,Porphyria cutanea tarda,MedGen_C0162566,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
DDX11,1663,DDX11-related condition,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
MEGF10,84466,Congenital myopathy 10b,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
ESCO2,157570,Roberts-SC phocomelia syndrome,ClinVar_NULL,2,1,11.4815,12.1325,23.614,0.0,1.0,0.0,0.819776,97.8,1,1
