disease_id,drug_id,gene_id,gene_name,disease_name,drug_name
H01213,D00163,9971,(RefSeq) bile acid receptor isoform 3,Gallbladder disease,Chenodiol (USAN)
H00151,D00163,9971,(RefSeq) bile acid receptor isoform 3,Cerebrotendinous xanthomatosis,Chenodiol (USAN)
H00787,D00164,5914,(RefSeq) retinoic acid receptor alpha isoform 1,Congenital stationary night blindness,Retinol palmitate (JP18)
H00787,D00164,5915,(RefSeq) retinoic acid receptor beta isoform 3,Congenital stationary night blindness,Retinol palmitate (JP18)
H00787,D00164,5916,(RefSeq) retinoic acid receptor gamma isoform 1,Congenital stationary night blindness,Retinol palmitate (JP18)
H00630,D00169,5742,(RefSeq) prostaglandin G/H synthase 1 isoform 1 precursor,Rheumatoid arthritis,Meclofenamate sodium (USP)
H00630,D00169,5743,(RefSeq) prostaglandin G/H synthase 2 precursor,Rheumatoid arthritis,Meclofenamate sodium (USP)
H01674,D00169,5742,(RefSeq) prostaglandin G/H synthase 1 isoform 1 precursor,Ankylosing spondylitis,Meclofenamate sodium (USP)
H01674,D00169,5743,(RefSeq) prostaglandin G/H synthase 2 precursor,Ankylosing spondylitis,Meclofenamate sodium (USP)
H01813,D01253,2554,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-1 precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,2555,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-2 isoform a precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,2556,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-3 precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,2557,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-4 isoform 1 precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,2558,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-5 precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,2559,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-6 precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,2560,(RefSeq) gamma-aminobutyric acid receptor subunit beta-1 precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,2561,(RefSeq) gamma-aminobutyric acid receptor subunit beta-2 isoform 1 precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,2562,(RefSeq) gamma-aminobutyric acid receptor subunit beta-3 isoform 1 precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,2563,(RefSeq) gamma-aminobutyric acid receptor subunit delta precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,2564,(RefSeq) gamma-aminobutyric acid receptor subunit epsilon precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,2565,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-1 precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,2566,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-2 isoform 1 precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,2567,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-3 isoform 1 precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,2568,(RefSeq) gamma-aminobutyric acid receptor subunit pi isoform 1 precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01813,D01253,55879,(RefSeq) gamma-aminobutyric acid receptor subunit theta precursor,Lennox-Gastaut syndrome,Clobazam (JAN/USAN/INN)
H01609,D01744,2554,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-1 precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,2555,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-2 isoform a precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,2556,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-3 precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,2557,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-4 isoform 1 precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,2558,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-5 precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,2559,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-6 precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,2560,(RefSeq) gamma-aminobutyric acid receptor subunit beta-1 precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,2561,(RefSeq) gamma-aminobutyric acid receptor subunit beta-2 isoform 1 precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,2562,(RefSeq) gamma-aminobutyric acid receptor subunit beta-3 isoform 1 precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,2563,(RefSeq) gamma-aminobutyric acid receptor subunit delta precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,2564,(RefSeq) gamma-aminobutyric acid receptor subunit epsilon precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,2565,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-1 precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,2566,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-2 isoform 1 precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,2567,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-3 isoform 1 precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,2568,(RefSeq) gamma-aminobutyric acid receptor subunit pi isoform 1 precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01609,D01744,55879,(RefSeq) gamma-aminobutyric acid receptor subunit theta precursor,Insomnia,Brotizolam (JP18/USAN/INN)
H01593,D00942,2224,(RefSeq) farnesyl pyrophosphate synthase isoform a,Osteoporosis,Risedronate sodium (USP)
H01709,D00942,2224,(RefSeq) farnesyl pyrophosphate synthase isoform a,Glucocorticoid-induced osteonecrosis,Risedronate sodium (USP)
H00437,D00942,2224,(RefSeq) farnesyl pyrophosphate synthase isoform a,Paget disease of bone,Risedronate sodium (USP)
H00031,D01161,2099,(RefSeq) estrogen receptor isoform 1,Breast cancer,Fulvestrant (JAN/USP/INN)
H00031,D01161,2100,(RefSeq) estrogen receptor beta isoform 1,Breast cancer,Fulvestrant (JAN/USP/INN)
H01609,D00531,2554,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-1 precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,2555,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-2 isoform a precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,2556,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-3 precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,2557,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-4 isoform 1 precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,2558,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-5 precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,2559,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-6 precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,2560,(RefSeq) gamma-aminobutyric acid receptor subunit beta-1 precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,2561,(RefSeq) gamma-aminobutyric acid receptor subunit beta-2 isoform 1 precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,2562,(RefSeq) gamma-aminobutyric acid receptor subunit beta-3 isoform 1 precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,2563,(RefSeq) gamma-aminobutyric acid receptor subunit delta precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,2564,(RefSeq) gamma-aminobutyric acid receptor subunit epsilon precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,2565,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-1 precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,2566,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-2 isoform 1 precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,2567,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-3 isoform 1 precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,2568,(RefSeq) gamma-aminobutyric acid receptor subunit pi isoform 1 precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01609,D00531,55879,(RefSeq) gamma-aminobutyric acid receptor subunit theta precursor,Insomnia,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2554,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-1 precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2555,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-2 isoform a precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2556,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-3 precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2557,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-4 isoform 1 precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2558,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-5 precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2559,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-6 precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2560,(RefSeq) gamma-aminobutyric acid receptor subunit beta-1 precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2561,(RefSeq) gamma-aminobutyric acid receptor subunit beta-2 isoform 1 precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2562,(RefSeq) gamma-aminobutyric acid receptor subunit beta-3 isoform 1 precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2563,(RefSeq) gamma-aminobutyric acid receptor subunit delta precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2564,(RefSeq) gamma-aminobutyric acid receptor subunit epsilon precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2565,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-1 precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2566,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-2 isoform 1 precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2567,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-3 isoform 1 precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,2568,(RefSeq) gamma-aminobutyric acid receptor subunit pi isoform 1 precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01460,D00531,55879,(RefSeq) gamma-aminobutyric acid receptor subunit theta precursor,West syndrome,Nitrazepam (JP18/USAN/INN)
H01360,D02234,3269,(RefSeq) histamine H1 receptor,Allergic rhinitis,Cyproheptadine hydrochloride (JP18/USP)
H01360,D02234,3356,(RefSeq) 5-hydroxytryptamine receptor 2A isoform 1,Allergic rhinitis,Cyproheptadine hydrochloride (JP18/USP)
H01360,D02234,3357,(RefSeq) 5-hydroxytryptamine receptor 2B isoform 1,Allergic rhinitis,Cyproheptadine hydrochloride (JP18/USP)
H01360,D02234,3358,(RefSeq) 5-hydroxytryptamine receptor 2C isoform a precursor,Allergic rhinitis,Cyproheptadine hydrochloride (JP18/USP)
H01360,D02234,3350,(RefSeq) 5-hydroxytryptamine receptor 1A,Allergic rhinitis,Cyproheptadine hydrochloride (JP18/USP)
H01360,D02234,3351,(RefSeq) 5-hydroxytryptamine receptor 1B,Allergic rhinitis,Cyproheptadine hydrochloride (JP18/USP)
H01360,D02234,3352,(RefSeq) 5-hydroxytryptamine receptor 1D,Allergic rhinitis,Cyproheptadine hydrochloride (JP18/USP)
H01360,D02234,3354,(RefSeq) 5-hydroxytryptamine receptor 1E,Allergic rhinitis,Cyproheptadine hydrochloride (JP18/USP)
H01360,D02234,3355,(RefSeq) 5-hydroxytryptamine receptor 1F,Allergic rhinitis,Cyproheptadine hydrochloride (JP18/USP)
H00409,D00596,5468,(RefSeq) peroxisome proliferator-activated receptor gamma isoform 2,Type 2 diabetes mellitus,Rosiglitazone maleate (JAN/USP)
H00612,D00598,153,(RefSeq) beta-1 adrenergic receptor,Primary open angle glaucoma,Betaxolol hydrochloride (JP18/USP)
H01633,D00598,153,(RefSeq) beta-1 adrenergic receptor,High blood pressure,Betaxolol hydrochloride (JP18/USP)
H01632,D00598,153,(RefSeq) beta-1 adrenergic receptor,Angina pectoris,Betaxolol hydrochloride (JP18/USP)
H01360,D01336,3269,(RefSeq) histamine H1 receptor,Allergic rhinitis,Carbinoxamine maleate (JAN/USP)
H00630,D00749,1723,"(RefSeq) dihydroorotate dehydrogenase (quinone), mitochondrial",Rheumatoid arthritis,Leflunomide (JAN/USP/INN)
H00083,D00753,2475,(RefSeq) serine/threonine-protein kinase mTOR isoform 1,Allograft rejection,Sirolimus (JAN/USAN/INN)
H00896,D00753,2475,(RefSeq) serine/threonine-protein kinase mTOR isoform 1,Lymphangioleiomyomatosis,Sirolimus (JAN/USAN/INN)
H00915,D00753,2475,(RefSeq) serine/threonine-protein kinase mTOR isoform 1,Tuberous sclerosis complex,Sirolimus (JAN/USAN/INN)
H01471,D00753,2475,(RefSeq) serine/threonine-protein kinase mTOR isoform 1,Lymphangioma,Sirolimus (JAN/USAN/INN)
H01735,D00753,2475,(RefSeq) serine/threonine-protein kinase mTOR isoform 1,Lymphangiomatosis,Sirolimus (JAN/USAN/INN)
H00531,D00753,2475,(RefSeq) serine/threonine-protein kinase mTOR isoform 1,Venous malformations,Sirolimus (JAN/USAN/INN)
H01788,D00753,2475,(RefSeq) serine/threonine-protein kinase mTOR isoform 1,Klippel-Trenaunay-Weber syndrome,Sirolimus (JAN/USAN/INN)
H00010,D00754,7124,(RefSeq) tumor necrosis factor,Multiple myeloma,Thalidomide (JAN/USP/INN)
H01473,D00754,7124,(RefSeq) tumor necrosis factor,Erythema nodosum leprosum,Thalidomide (JAN/USP/INN)
H01461,D00754,7124,(RefSeq) tumor necrosis factor,Crow-Fukase syndrome,Thalidomide (JAN/USP/INN)
H01646,D01179,6532,(RefSeq) sodium-dependent serotonin transporter,Major depressive disorder,Duloxetine hydrochloride (JAN/USP)
H01646,D01179,6530,(RefSeq) sodium-dependent noradrenaline transporter isoform 2,Major depressive disorder,Duloxetine hydrochloride (JAN/USP)
H01662,D01179,6532,(RefSeq) sodium-dependent serotonin transporter,Generalized anxiety disorder,Duloxetine hydrochloride (JAN/USP)
H01662,D01179,6530,(RefSeq) sodium-dependent noradrenaline transporter isoform 2,Generalized anxiety disorder,Duloxetine hydrochloride (JAN/USP)
H01459,D01179,6532,(RefSeq) sodium-dependent serotonin transporter,Diabetic neuropathy,Duloxetine hydrochloride (JAN/USP)
H01459,D01179,6530,(RefSeq) sodium-dependent noradrenaline transporter isoform 2,Diabetic neuropathy,Duloxetine hydrochloride (JAN/USP)
H01636,D01179,6532,(RefSeq) sodium-dependent serotonin transporter,Fibromyalgia,Duloxetine hydrochloride (JAN/USP)
H01636,D01179,6530,(RefSeq) sodium-dependent noradrenaline transporter isoform 2,Fibromyalgia,Duloxetine hydrochloride (JAN/USP)
H00031,D00963,1588,(RefSeq) aromatase,Breast cancer,Exemestane (JAN/USP/INN)
H01490,D00146,4158,(RefSeq) adrenocorticotropic hormone receptor,Multiple sclerosis,Corticotropin (USP/INN)
H01656,D00146,4158,(RefSeq) adrenocorticotropic hormone receptor,Psoriasis,Corticotropin (USP/INN)
H00630,D00146,4158,(RefSeq) adrenocorticotropic hormone receptor,Rheumatoid arthritis,Corticotropin (USP/INN)
H01672,D00146,4158,(RefSeq) adrenocorticotropic hormone receptor,Juvenile idiopathic arthritis,Corticotropin (USP/INN)
H01674,D00146,4158,(RefSeq) adrenocorticotropic hormone receptor,Ankylosing spondylitis,Corticotropin (USP/INN)
H00080,D00146,4158,(RefSeq) adrenocorticotropic hormone receptor,Systemic lupus erythematosus,Corticotropin (USP/INN)
H01604,D00146,4158,(RefSeq) adrenocorticotropic hormone receptor,Polymyositis and dermatomyositis,Corticotropin (USP/INN)
H01695,D00146,4158,(RefSeq) adrenocorticotropic hormone receptor,Erythema multiforme,Corticotropin (USP/INN)
H01694,D00146,4158,(RefSeq) adrenocorticotropic hormone receptor,Stevens-Johnson syndrome,Corticotropin (USP/INN)
H01717,D00146,4158,(RefSeq) adrenocorticotropic hormone receptor,Optic neuritis,Corticotropin (USP/INN)
H01657,D00146,4158,(RefSeq) adrenocorticotropic hormone receptor,Nephrotic syndrome,Corticotropin (USP/INN)
H01895,D00606,150,(RefSeq) alpha-2A adrenergic receptor,Attention deficit hyperactivity disorder (ADHD),Guanfacine hydrochloride (JAN/USP)
H01633,D00606,150,(RefSeq) alpha-2A adrenergic receptor,High blood pressure,Guanfacine hydrochloride (JAN/USP)
H01669,D01009,7421,(RefSeq) vitamin D3 receptor isoform VDRA,Secondary hyperparathyroidism,Doxercalciferol (USAN/INN)
H00250,D01010,7067,(RefSeq) thyroid hormone receptor alpha isoform 2,Congenital nongoitrous hypothyroidism (CHNG),Levothyroxine sodium (USP)
H00250,D01010,7068,(RefSeq) thyroid hormone receptor beta isoform a,Congenital nongoitrous hypothyroidism (CHNG),Levothyroxine sodium (USP)
H00081,D01010,7067,(RefSeq) thyroid hormone receptor alpha isoform 2,Hashimoto thyroiditis,Levothyroxine sodium (USP)
H00081,D01010,7068,(RefSeq) thyroid hormone receptor beta isoform a,Hashimoto thyroiditis,Levothyroxine sodium (USP)
H00251,D01010,7067,(RefSeq) thyroid hormone receptor alpha isoform 2,Thyroid dyshormonogenesis,Levothyroxine sodium (USP)
H00251,D01010,7068,(RefSeq) thyroid hormone receptor beta isoform a,Thyroid dyshormonogenesis,Levothyroxine sodium (USP)
H01657,D00431,6559,(RefSeq) solute carrier family 12 member 3 isoform 3,Nephrotic syndrome,Metolazone (JAN/USP/INN)
H01633,D01119,1636,(RefSeq) angiotensin-converting enzyme isoform 1 precursor,High blood pressure,Temocapril hydrochloride (JP18/USAN)
H00003,D00087,290,(RefSeq) aminopeptidase N precursor,Acute myeloid leukemia,Ubenimex (JP18/INN)
H01593,D00105,2099,(RefSeq) estrogen receptor isoform 1,Osteoporosis,Estradiol (JAN/USP/INN)
H01593,D00105,2100,(RefSeq) estrogen receptor beta isoform 1,Osteoporosis,Estradiol (JAN/USP/INN)
H00627,D00105,2099,(RefSeq) estrogen receptor isoform 1,Premature ovarian failure,Estradiol (JAN/USP/INN)
H00627,D00105,2100,(RefSeq) estrogen receptor beta isoform 1,Premature ovarian failure,Estradiol (JAN/USP/INN)
H00079,D00690,2908,(RefSeq) glucocorticoid receptor isoform alpha,Asthma,Mometasone furoate (JAN/USP)
H01360,D00690,2908,(RefSeq) glucocorticoid receptor isoform alpha,Allergic rhinitis,Mometasone furoate (JAN/USP)
H01656,D00690,2908,(RefSeq) glucocorticoid receptor isoform alpha,Psoriasis,Mometasone furoate (JAN/USP)
H01663,D00690,2908,(RefSeq) glucocorticoid receptor isoform alpha,Pustular psoriasis,Mometasone furoate (JAN/USP)
H01595,D00690,2908,(RefSeq) glucocorticoid receptor isoform alpha,Cutaneous lupus erythematosus,Mometasone furoate (JAN/USP)
H01660,D00690,2908,(RefSeq) glucocorticoid receptor isoform alpha,Pityriasis rosea,Mometasone furoate (JAN/USP)
H01648,D00690,2908,(RefSeq) glucocorticoid receptor isoform alpha,Pemphigus,Mometasone furoate (JAN/USP)
H01650,D00690,2908,(RefSeq) glucocorticoid receptor isoform alpha,Pemphigoid,Mometasone furoate (JAN/USP)
H01611,D00693,2554,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-1 precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,2555,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-2 isoform a precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,2556,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-3 precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,2557,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-4 isoform 1 precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,2558,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-5 precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,2559,(RefSeq) gamma-aminobutyric acid receptor subunit alpha-6 precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,2560,(RefSeq) gamma-aminobutyric acid receptor subunit beta-1 precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,2561,(RefSeq) gamma-aminobutyric acid receptor subunit beta-2 isoform 1 precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,2562,(RefSeq) gamma-aminobutyric acid receptor subunit beta-3 isoform 1 precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,2563,(RefSeq) gamma-aminobutyric acid receptor subunit delta precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,2564,(RefSeq) gamma-aminobutyric acid receptor subunit epsilon precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,2565,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-1 precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,2566,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-2 isoform 1 precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,2567,(RefSeq) gamma-aminobutyric acid receptor subunit gamma-3 isoform 1 precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,2568,(RefSeq) gamma-aminobutyric acid receptor subunit pi isoform 1 precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H01611,D00693,55879,(RefSeq) gamma-aminobutyric acid receptor subunit theta precursor,Alcohol dependence,Chlordiazepoxide hydrochloride (JAN/USP)
H00808,D00709,9900,(RefSeq) synaptic vesicle glycoprotein 2A isoform 1,Idiopathic generalized epilepsies,Levetiracetam (JAN/USP/INN)
H01656,D00325,2908,(RefSeq) glucocorticoid receptor isoform alpha,Psoriasis,Fluocinonide (JP18/USP/INN)
H01663,D00325,2908,(RefSeq) glucocorticoid receptor isoform alpha,Pustular psoriasis,Fluocinonide (JP18/USP/INN)
H01372,D00325,2908,(RefSeq) glucocorticoid receptor isoform alpha,Vitiligo,Fluocinonide (JP18/USP/INN)
H01633,D00611,1134,(RefSeq) acetylcholine receptor subunit alpha isoform b precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,1135,(RefSeq) neuronal acetylcholine receptor subunit alpha-2 isoform 1 precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,1136,(RefSeq) neuronal acetylcholine receptor subunit alpha-3 isoform 1 precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,1137,(RefSeq) neuronal acetylcholine receptor subunit alpha-4 isoform 1 precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,1138,(RefSeq) neuronal acetylcholine receptor subunit alpha-5 isoform 1 precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,8973,(RefSeq) neuronal acetylcholine receptor subunit alpha-6 isoform 1 precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,1139,(RefSeq) neuronal acetylcholine receptor subunit alpha-7 isoform 1 precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,55584,(RefSeq) neuronal acetylcholine receptor subunit alpha-9 precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,57053,(RefSeq) neuronal acetylcholine receptor subunit alpha-10 isoform a precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,1140,(RefSeq) acetylcholine receptor subunit beta precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,1141,(RefSeq) neuronal acetylcholine receptor subunit beta-2 precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,1142,(RefSeq) neuronal acetylcholine receptor subunit beta-3 isoform 1 precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,1143,(RefSeq) neuronal acetylcholine receptor subunit beta-4 isoform 1 precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,1144,(RefSeq) acetylcholine receptor subunit delta isoform 1 precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,1145,(RefSeq) acetylcholine receptor subunit epsilon precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00611,1146,(RefSeq) acetylcholine receptor subunit gamma precursor,High blood pressure,Mecamylamine hydrochloride (USP)
H01633,D00620,1636,(RefSeq) angiotensin-converting enzyme isoform 1 precursor,High blood pressure,Benazepril hydrochloride (JAN/USP)
H01633,D00622,1636,(RefSeq) angiotensin-converting enzyme isoform 1 precursor,High blood pressure,Fosinopril sodium (USP)
H00731,D00631,775,(RefSeq) voltage-dependent L-type calcium channel subunit alpha-1C isoform 18,Atrial fibrillation,Bepridil hydrochloride (USAN)
H00731,D00631,776,(RefSeq) voltage-dependent L-type calcium channel subunit alpha-1D isoform b,Atrial fibrillation,Bepridil hydrochloride (USAN)
H00731,D00631,778,(RefSeq) voltage-dependent L-type calcium channel subunit alpha-1F isoform 1,Atrial fibrillation,Bepridil hydrochloride (USAN)
H00731,D00631,779,(RefSeq) voltage-dependent L-type calcium channel subunit alpha-1S,Atrial fibrillation,Bepridil hydrochloride (USAN)
H00731,D00631,8911,(RefSeq) voltage-dependent T-type calcium channel subunit alpha-1I isoform a,Atrial fibrillation,Bepridil hydrochloride (USAN)
H00731,D00631,8912,(RefSeq) voltage-dependent T-type calcium channel subunit alpha-1H isoform a,Atrial fibrillation,Bepridil hydrochloride (USAN)
H00731,D00631,8913,(RefSeq) voltage-dependent T-type calcium channel subunit alpha-1G isoform 1,Atrial fibrillation,Bepridil hydrochloride (USAN)
H00731,D00631,3757,(RefSeq) voltage-gated inwardly rectifying potassium channel KCNH2 isoform a,Atrial fibrillation,Bepridil hydrochloride (USAN)
H00731,D00631,3784,(RefSeq) potassium voltage-gated channel subfamily KQT member 1 isoform 1,Atrial fibrillation,Bepridil hydrochloride (USAN)
H00731,D00631,3741,(RefSeq) potassium voltage-gated channel subfamily A member 5,Atrial fibrillation,Bepridil hydrochloride (USAN)
H00731,D00631,3752,(RefSeq) A-type voltage-gated potassium channel KCND3 isoform 1,Atrial fibrillation,Bepridil hydrochloride (USAN)
H00731,D00631,3760,(RefSeq) G protein-activated inward rectifier potassium channel 1 isoform 1,Atrial fibrillation,Bepridil hydrochloride (USAN)
H00731,D00631,3762,(RefSeq) G protein-activated inward rectifier potassium channel 4,Atrial fibrillation,Bepridil hydrochloride (USAN)
H00731,D00631,3764,(RefSeq) ATP-sensitive inward rectifier potassium channel 8,Atrial fibrillation,Bepridil hydrochloride (USAN)
