Gene,Gene_ID,Gene_OMIM,Disease,Disease_OMIM,OMIM_PhenoClass,Gene_Degree,Disease_Degree,Gene_IC,Disease_IC,Combined_IC,Gene_Network_Score,Dis_Network_Score,PhenotypeClass,GMT_Confirmed,RevGMT_Confirmed,Probability_Score,Percentile,Rank_Gene_for_Disease,Rank_Disease_for_Gene
MECP2,4204,OMIM:300005,"mental retardation, x-linked, syndromic 13",OMIM:300055,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
TGFBI,7045,OMIM:601692,"corneal dystrophy, lattice type iiia",OMIM:608471,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
TGFBI,7045,OMIM:601692,"corneal dystrophy, reis-bucklers type",OMIM:608470,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
TGFBI,7045,OMIM:601692,"corneal dystrophy, epithelial basement membrane",OMIM:121820,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
TGFBI,7045,OMIM:601692,"corneal dystrophy, avellino type",OMIM:607541,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
TGFBI,7045,OMIM:601692,"corneal dystrophy, groenouw type i",OMIM:121900,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
MECP2,4204,OMIM:300005,rett syndrome,OMIM:312750,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
TGFBI,7045,OMIM:601692,"corneal dystrophy, lattice type i",OMIM:122200,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
TERT,7015,OMIM:187270,"{dyskeratosis congenita, autosomal recessive 4}",OMIM:613989,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
PSEN1,5663,OMIM:104311,"alzheimer disease, type 3, with spastic paraparesis and unusual plaques",OMIM:607822,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
PSEN1,5663,OMIM:104311,"alzheimer disease, type 3, with spastic paraparesis and apraxia",OMIM:607822,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
TERT,7015,OMIM:187270,"{bone marrow failure, telomere-related, 1}",OMIM:614742,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
TERT,7015,OMIM:187270,"{dyskeratosis congenita, autosomal dominant 2}",OMIM:613989,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
PSEN1,5663,OMIM:104311,"alzheimer disease, type 3",OMIM:607822,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
TERT,7015,OMIM:187270,"{melanoma, cutaneous malignant, 9}",OMIM:615134,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
TERT,7015,OMIM:187270,"{pulmonary fibrosis, telomere-related, 1}",OMIM:614742,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
TERT,7015,OMIM:187270,{coronary artery disease},-666,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
PSEN1,5663,OMIM:104311,"dementia, frontotemporal",OMIM:600274,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
PSEN1,5663,OMIM:104311,"cardiomyopathy, dilated, 1u",OMIM:613694,3,7,1,9.7849,12.1526,21.9375,0.0,0.951185,1.0,1.0,1.0,0.594651,26.8,1,1
IFNGR1,3459,OMIM:107470,"{hepatitis b virus infection, susceptibility to}",OMIM:610424,3,6,1,10.0073,12.1526,22.1599,0.0,0.856891,1.0,1.0,1.0,0.59427,26.59,1,1
IFNGR1,3459,OMIM:107470,"immunodeficiency 27a, mycobacteriosis, ar",OMIM:209950,3,6,1,10.0073,12.1526,22.1599,0.0,0.856891,1.0,1.0,1.0,0.59427,26.59,1,1
IFNGR1,3459,OMIM:107470,"immunodeficiency 27b, mycobacteriosis, ad",OMIM:615978,3,6,1,10.0073,12.1526,22.1599,0.0,0.856891,1.0,1.0,1.0,0.59427,26.59,1,1
IFNGR1,3459,OMIM:107470,"{tuberculosis infection, protection against}",OMIM:607948,3,6,1,10.0073,12.1526,22.1599,0.0,0.856891,1.0,1.0,1.0,0.59427,26.59,1,1
KIT,3815,OMIM:164920,germ cell tumors,OMIM:273300,3,5,1,10.2703,12.1526,22.4229,0.0,0.746114,1.0,1.0,1.0,0.593989,26.54,1,1
KIT,3815,OMIM:164920,mast cell disease,OMIM:154800,3,5,1,10.2703,12.1526,22.4229,0.0,0.746114,1.0,1.0,1.0,0.593989,26.54,1,1
KIT,3815,OMIM:164920,"gastrointestinal stromal tumor, familial",OMIM:606764,3,5,1,10.2703,12.1526,22.4229,0.0,0.746114,1.0,1.0,1.0,0.593989,26.54,1,1
MTBS1,404716,OMIM:607949,"{tuberculosis, susceptibility to}",-666,2,1,3,12.5922,10.5676,23.1599,0.492799,0.0,0.6,1.0,1.0,0.593707,26.51,1,1
LTA,4049,OMIM:153440,"{psoriatic arthritis, susceptibility to}",OMIM:607507,3,3,2,11.0073,11.1526,22.1599,0.288675,0.460154,1.0,1.0,1.0,0.593585,26.49,2,2
JAK2,3717,OMIM:147796,"erythrocytosis, somatic",OMIM:133100,3,6,2,10.0073,11.1526,21.1599,0.471405,0.627792,1.0,1.0,1.0,0.592321,26.48,2,1
CDH1,999,OMIM:192090,"{breast cancer, lobular}",OMIM:114480,3,5,1,10.2703,12.1526,22.4229,0.0,0.738829,1.0,1.0,1.0,0.59228,26.45,1,1
CDH1,999,OMIM:192090,"ovarian carcinoma, somatic",OMIM:167000,3,5,1,10.2703,12.1526,22.4229,0.0,0.738829,1.0,1.0,1.0,0.59228,26.45,1,1
CDH1,999,OMIM:192090,"gastric cancer, familial diffuse, with or without cleft lip and/or palate",OMIM:137215,3,5,1,10.2703,12.1526,22.4229,0.0,0.738829,1.0,1.0,1.0,0.59228,26.45,1,1
FGF10,2255,OMIM:602115,ladd syndrome,OMIM:149730,3,2,3,11.5922,10.5676,22.1599,0.192549,0.57735,1.0,1.0,1.0,0.592225,26.42,1,2
MPVQTL1,100271867,OMIM:612573,[mean platelet volume qtl1],-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
PAND2,619493,OMIM:607853,panic disorder 2,OMIM:607853,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
HWE1,100415903,OMIM:613339,"epilepsy, hot water, 1",OMIM:613339,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG14,57309,OMIM:605229,"spastic paraplegia 14, autosomal recessive",OMIM:605229,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
TSG11,50970,OMIM:603040,{nonsmall cell lung cancer},-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
NPCA2,100312951,OMIM:161550,"{nasopharyngeal carcinoma, susceptibility to, 2}",OMIM:161550,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
UBB,7314,OMIM:191339,"cleft palate, isolated",OMIM:119540,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
EPRPDC,574044,OMIM:608105,"epilepsy, rolandic, with paroxysmal exercise-induced dystonia and writer's cramp",OMIM:608105,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MPVQTL2,100271868,OMIM:612574,[mean platelet volume qtl2],-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
LGV2,100329168,OMIM:606460,[longevity 2],OMIM:606460,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
LGV1,140802,OMIM:152430,[longevity 1],OMIM:152430,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
NRCLP5,100302514,OMIM:612851,{narcolepsy 5},-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG19,140907,OMIM:607152,"spastic paraplegia 19, autosomal dominant",OMIM:607152,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
BMIQ10,353126,OMIM:607514,"{obesity, susceptibility to, bmiq10}",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
PAND1,387572,OMIM:167870,panic disorder syndrome 1,-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
GEFSP6,100190787,OMIM:612279,"epilepsy, generalized, with febrile seizures plus, type 6",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MPVQTL6,100887751,OMIM:614646,mean platelet volume qtl6,-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
RCHTS,100462676,OMIM:613328,?roifman-chitayat syndrome,OMIM:613328,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
BMIQ8,56694,OMIM:603188,"{obesity, susceptibility to, bmiq8}",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
PGR,5241,OMIM:607311,?progesterone resistance,OMIM:264080,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MPVQTL5,100887752,OMIM:614645,mean platelet volume qtl5,-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
GEFSP4,100188796,OMIM:609800,"epilepsy, generalized, with febrile seizures plus, type 4",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MPVQTL4,100887753,OMIM:614644,mean platelet volume qtl4,-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG16,57760,OMIM:300266,"spastic paraplegia 16, x-linked, complicated",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MRT33,100852394,OMIM:614341,"mental retardation, autosomal recessive 33",OMIM:614341,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
RCD1,5953,OMIM:180020,?retinal cone dystrophy-1,OMIM:180020,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MCI2,100233226,OMIM:608557,"{myocardial infarction, susceptibility to, 2}",OMIM:608557,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
NRCLP4,100216484,OMIM:612417,{narcolepsy 4},-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG9,9193,OMIM:601162,"spastic paraplegia 9, autosomal dominant",OMIM:601162,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
PAND3,677663,OMIM:609985,panic disorder 3,OMIM:609985,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SF,6420,OMIM:111800,"[blood group, stoltzfus system]",OMIM:111800,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
RP6,6104,OMIM:312612,"?retinitis pigmentosa, x-linked recessive, 6",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG36,791228,OMIM:613096,"spastic paraplegia 36, autosomal dominant",OMIM:613096,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
EPPS,266789,OMIM:607221,"epilepsy, partial, with pericentral spikes",OMIM:607221,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SCA30,100359393,OMIM:613371,?spinocerebellar ataxia 30,OMIM:613371,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG24,338090,OMIM:607584,"spastic paraplegia 24, autosomal recessive",OMIM:607584,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
HPT,3258,OMIM:307700,"hypoparathyroidism, x-linked",OMIM:307700,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG25,387583,OMIM:608220,"spastic paraplegia 25, autosomal recessive",OMIM:608220,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
NBLST5,100306938,OMIM:613016,"{neuroblastoma, susceptibility to, 5}",OMIM:613016,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
HWE2,100415904,OMIM:613340,"epilepsy, hot water, 2",OMIM:613340,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG27,414886,OMIM:609041,"spastic paraplegia 27, autosomal recessive",OMIM:609041,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
PSMNSW,100653383,OMIM:613938,"parasomnia, sleepwalking type",OMIM:613938,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
NBLST6,100306939,OMIM:613017,"{neuroblastoma, susceptibility to, 6}",OMIM:613017,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
EIG4,780913,OMIM:609750,"epilepsy, idiopathic generalized, susceptibility to 4",OMIM:609750,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG29,619379,OMIM:609727,"spastic paraplegia 29, autosomal dominant",OMIM:609727,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG32,724107,OMIM:611252,"spastic paraplegia 32, autosomal recessive",OMIM:611252,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG34,724110,OMIM:300750,"spastic paraplegia 34, x-linked",OMIM:300750,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
THM,7063,OMIM:275220,?tibial hemimelia,OMIM:275220,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
EIG5,100188861,OMIM:611934,"epilepsy, idiopathic generalized, susceptibility to, 5",OMIM:611934,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
HPRHP,100188880,OMIM:612089,hypophosphatemic rickets and hyperparathyroidism,OMIM:612089,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
NBLST4,100306937,OMIM:613015,"{neuroblastoma, susceptibility to, 4}",OMIM:613015,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
RWS,7937,OMIM:179450,?ragweed sensitivity,OMIM:179450,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
ODS1,100188802,OMIM:610064,"{opioid dependence, susceptibility to, 1}",OMIM:610064,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG37,100049159,OMIM:611945,"spastic paraplegia 37, autosomal dominant",OMIM:611945,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
ZLS,353173,OMIM:135500,?zimmermann-laband syndrome,OMIM:135500,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG38,100049707,OMIM:612335,"spastic paraplegia 38, autosomal dominant",OMIM:612335,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
ZFHX4,79776,OMIM:606940,"?ptosis, congenital",OMIM:178300,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MPVQTL3,100271869,OMIM:612575,[mean platelet volume qtl3],-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
EJM3,449018,OMIM:608816,"epilepsy, juvenile myoclonic 3",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
HNFJ3,100689490,OMIM:614227,"hyperuricemic nephropathy, familial juvenile, 3",OMIM:614227,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
OPA2,4977,OMIM:311050,"optic atrophy 2, x-linked",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG41,100359402,OMIM:613364,"?spastic paraplegia 41, autosomal dominant",OMIM:613364,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
BWQTL4,101448071,OMIM:615192,[birth weight qtl4],-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
FAME3,100529229,OMIM:613608,"epilepsy, myoclonic, familial adult, 3",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
ENFL2,50971,OMIM:603204,"epilepsy, nocturnal frontal lobe, type 2",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPG45,100322879,OMIM:613162,"spastic paraplegia 45, autosomal recessive",OMIM:613162,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
BMIQ7,404683,OMIM:608410,"{obesity, susceptibility to, bmiq7}",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MRT28,100852396,OMIM:614347,"mental retardation, autosomal recessive 28",OMIM:614347,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SPOAN,619394,OMIM:609541,"spastic paraplegia, optic atrophy, and neuropathy",OMIM:609541,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
OFC13,100653367,OMIM:613857,orofacial cleft 13,OMIM:613857,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
CLQTL1,54501,OMIM:604595,[cholesterol level qtl 1],-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
CLQTL2,100188817,OMIM:610760,[cholesterol level qtl 2],-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
CINN,100188835,OMIM:611109,"[cinnamon odor, pleasantness of]",OMIM:611109,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
PFBI,7910,OMIM:248310,"{malaria, intensity of infection}",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
CKBE,1156,OMIM:123270,"[creatine kinase, brain type, ectopic expression of]",OMIM:123270,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
OFC14,103581096,OMIM:615892,orofacial cleft 14,OMIM:615892,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
HDPA,50829,OMIM:300221,"{hodgkin disease susceptibility, pseudoautosomal}",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MAFD5,100188843,OMIM:611535,{major affective disorder 5},OMIM:611535,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SCA25,338435,OMIM:608703,spinocerebellar ataxia 25,OMIM:608703,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
OFC12,100302515,OMIM:612858,orofacial cleft 12,OMIM:612858,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
GEFSP8,100653381,OMIM:613828,"epilespy, generalized, with febrile seizures plus, type 8",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SCA32,100653368,OMIM:613909,spinocerebellar ataxia 32,OMIM:613909,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MAFD9,100196917,OMIM:612372,"{major affective disorder-9, susceptibility to}",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MAFD8,100196912,OMIM:612357,"{major affective disorder-8, susceptibility to}",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
OFC4,474387,OMIM:608371,orofacial cleft 4,OMIM:608371,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SCA18,94008,OMIM:607458,spinocerebellar ataxia 18,OMIM:607458,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
OFC9,100462724,OMIM:610361,orofacial cleft 9,OMIM:610361,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
OFC1,4963,OMIM:119530,orofacial cleft-1,OMIM:119530,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
OFC2,4964,OMIM:602966,orofacial cleft-2,OMIM:602966,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MHS2,4264,OMIM:154275,{malignant hyperthermia susceptibility 2},-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MHS3,7977,OMIM:154276,{malignant hyperthermia susceptibility 3},-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MHS4,4265,OMIM:600467,{malignant hyperthermia susceptibility 4},-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MHS6,4266,OMIM:601888,{malignant hyperthermia susceptibility 6},-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MMS,338340,OMIM:156240,"{malignant mesothelioma, susceptibility to}",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
CFM1,10167,OMIM:603855,"{meconium ileus in cystic fibrosis, susceptibility to}",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
OFC3,4965,OMIM:600757,orofacial cleft-3,OMIM:600757,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
OHDS,50948,OMIM:143850,orthostatic hypotensive disorder of streeten,-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
CMM,1243,OMIM:155600,"{melanoma, cutaneous malignant, 1}",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
CPROTQ,100188860,OMIM:611920,[c-reactive protein qtl],-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
BSZQTL3,100188815,OMIM:610649,[bone size quantitative trait locus 3],OMIM:610649,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
BMND9,100188882,OMIM:612110,[bone mineral density qtl 9],-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MAFD6,100188844,OMIM:611536,{major affective disorder 6},OMIM:611536,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MAFD3,100188792,OMIM:609633,"{major affective disorder 3, early onset}",-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
LEPQTL1,7839,OMIM:601694,[leptin serum levels qtl1],-666,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
WM2,100188811,OMIM:610430,"{macroglobulinemia, waldenstrom, susceptibility to, 2}",OMIM:610430,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MRT16,100689014,OMIM:614208,"mental retardation, autosomal recessive 16",OMIM:614208,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SCAR2,1165,OMIM:213200,"spinocerebellar ataxia, autosomal recessive 2",OMIM:213200,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MRT19,100852395,OMIM:614343,"mental retardation, autosomal recessive 19",OMIM:614343,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
SCAR3,85502,OMIM:271250,"spinocerebellar ataxia, autosomal recessive 3",OMIM:271250,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MRT23,100852398,OMIM:614344,"mental retardation, autosomal recessive 23",OMIM:614344,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
RFMN,57788,OMIM:300258,roifman syndrome,OMIM:300258,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
WM1,100188787,OMIM:153600,"{macroglobulinemia, waldenstrom, susceptibility to, 1}",OMIM:153600,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
MAFD1,4095,OMIM:125480,{major affective disorder 1},OMIM:125480,2,1,1,12.5922,12.1526,24.7448,0.0,0.0,0.6,1.0,1.0,0.591176,18.92,1,1
