Gene,Gene_ID,Gene_OMIM,Disease,Disease_OMIM,OMIM_PhenoClass,Gene_Degree,Disease_Degree,Gene_IC,Disease_IC,Combined_IC,Gene_Network_Score,Dis_Network_Score,PhenotypeClass,GMT_Confirmed,RevGMT_Confirmed,Probability_Score,Percentile,Rank_Gene_for_Disease,Rank_Disease_for_Gene
FGB,2244,OMIM:134830,"dysfibrinogenemia, congenital",OMIM:616004,3,3,3,11.0073,10.5676,21.5749,0.721688,0.908249,1.0,1.0,1.0,0.778236,83.87,1,2
FGB,2244,OMIM:134830,"afibrinogenemia, congenital",OMIM:202400,3,3,3,11.0073,10.5676,21.5749,0.721688,0.908249,1.0,1.0,1.0,0.778236,83.87,1,2
HERC2,8924,OMIM:605837,"[skin/hair/eye pigmentation 1, blond/brown hair]",OMIM:227220,3,3,2,11.0073,11.1526,22.1599,0.57735,0.853554,1.0,1.0,1.0,0.776215,83.84,1,1
HERC2,8924,OMIM:605837,"[skin/hair/eye pigmentation 1, blue/nonblue eyes]",OMIM:227220,3,3,2,11.0073,11.1526,22.1599,0.57735,0.853554,1.0,1.0,1.0,0.776215,83.84,1,1
SLC6A3,6531,OMIM:126455,"{nicotine dependence, protection against}",OMIM:188890,3,2,2,11.5922,11.1526,22.7448,0.5,0.707107,1.0,1.0,1.0,0.774837,83.74,1,1
MC3R,4159,OMIM:155540,"{mycobacterium tuberculosis, protection against}",OMIM:607948,3,2,2,11.5922,11.1526,22.7448,0.5,0.707107,1.0,1.0,1.0,0.774837,83.74,1,1
IRGM,345611,OMIM:608212,"{mycobacterium tuberculosis, protection against}",OMIM:607948,3,2,2,11.5922,11.1526,22.7448,0.5,0.707107,1.0,1.0,1.0,0.774837,83.74,1,1
FLT4,2324,OMIM:136352,"hemangioma, capillary infantile, somatic",OMIM:602089,3,2,2,11.5922,11.1526,22.7448,0.5,0.707107,1.0,1.0,1.0,0.774837,83.74,1,1
ANTXR1,84168,OMIM:606410,"{hemangioma, capillary infantile, susceptibility to}",OMIM:602089,3,2,2,11.5922,11.1526,22.7448,0.5,0.707107,1.0,1.0,1.0,0.774837,83.74,1,1
OPN1LW,5956,OMIM:300822,blue cone monochromacy,OMIM:303700,3,2,2,11.5922,11.1526,22.7448,0.5,0.707107,1.0,1.0,1.0,0.774837,83.74,1,1
OPN1MW,2652,OMIM:300821,blue cone monochromacy,OMIM:303700,3,2,2,11.5922,11.1526,22.7448,0.5,0.707107,1.0,1.0,1.0,0.774837,83.74,1,1
MAD1L1,8379,OMIM:602686,"prostate cancer, somatic",OMIM:176807,3,2,2,11.5922,11.1526,22.7448,0.5,0.707107,1.0,1.0,1.0,0.774837,83.74,1,1
MTR,4548,OMIM:156570,"{neural tube defects, folate-sensitive, susceptibility to}",OMIM:601634,3,2,2,11.5922,11.1526,22.7448,0.5,0.707107,1.0,1.0,1.0,0.774837,83.74,1,1
MTRR,4552,OMIM:602568,"{neural tube defects, folate-sensitive, susceptibility to}",OMIM:601634,3,2,2,11.5922,11.1526,22.7448,0.5,0.707107,1.0,1.0,1.0,0.774837,83.74,1,1
ADH1B,125,OMIM:103720,"{alcohol dependence, protection against}",OMIM:103780,3,2,2,11.5922,11.1526,22.7448,0.5,0.707107,1.0,1.0,1.0,0.774837,83.74,1,1
CXCR1,3577,OMIM:146929,"{aids, slow progression to}",OMIM:609423,3,1,2,12.5922,11.1526,23.7448,0.707107,0.0,1.0,1.0,1.0,0.771482,83.55,1,1
CHRNA3,1136,OMIM:118503,{lung cancer susceptibility 2},OMIM:612052,3,1,2,12.5922,11.1526,23.7448,0.707107,0.0,1.0,1.0,1.0,0.771482,83.55,2,1
IFNAR2,3455,OMIM:602376,"{hepatitis b virus, susceptibility to}",OMIM:610424,3,1,2,12.5922,11.1526,23.7448,0.707107,0.0,1.0,1.0,1.0,0.771482,83.55,2,1
ZFAT,57623,OMIM:610931,"{autoimmune thyroid disease, susceptibility to, 3}",OMIM:608175,3,1,2,12.5922,11.1526,23.7448,0.707107,0.0,1.0,1.0,1.0,0.771482,83.55,2,1
HBG1,3047,OMIM:142200,fetal hemoglobin quantitative trait locus 1,OMIM:141749,3,1,2,12.5922,11.1526,23.7448,0.707107,0.0,1.0,1.0,1.0,0.771482,83.55,2,1
PTGIS,5740,OMIM:601699,"hypertension, essential",OMIM:145500,3,1,2,12.5922,11.1526,23.7448,0.707107,0.0,1.0,1.0,1.0,0.771482,83.55,1,1
XYLT2,64132,OMIM:608125,"{pseudoxanthoma elasticum, modifier of severity of}",OMIM:264800,3,1,2,12.5922,11.1526,23.7448,0.707107,0.0,1.0,1.0,1.0,0.771482,83.55,2,1
CLCNKA,1187,OMIM:602024,"bartter syndrome, type 4b, digenic",OMIM:613090,3,1,2,12.5922,11.1526,23.7448,0.707107,0.0,1.0,1.0,1.0,0.771482,83.55,2,1
ETV6,2120,OMIM:600618,"leukemia, acute myeloid, somatic",OMIM:601626,3,1,2,12.5922,11.1526,23.7448,0.707107,0.0,1.0,1.0,1.0,0.771482,83.55,2,1
AQP2,359,OMIM:107777,"diabetes insipidus, nephrogenic",OMIM:125800,3,1,2,12.5922,11.1526,23.7448,0.707107,0.0,1.0,1.0,1.0,0.771482,83.55,2,1
ABCG5,64240,OMIM:605459,sitosterolemia,OMIM:210250,3,1,2,12.5922,11.1526,23.7448,0.707107,0.0,1.0,1.0,1.0,0.771482,83.55,2,1
EVC2,132884,OMIM:607261,ellis-van creveld syndrome,OMIM:225500,3,1,2,12.5922,11.1526,23.7448,0.707107,0.0,1.0,1.0,1.0,0.771482,83.55,2,1
PTGER2,5732,OMIM:176804,"{asthma, aspirin-induced, susceptibility to}",OMIM:208550,3,1,2,12.5922,11.1526,23.7448,0.707107,0.0,1.0,1.0,1.0,0.771482,83.55,2,1
ADRA2C,152,OMIM:104250,"{congestive heart failure and beta-blocker response, modifier of}",-666,3,1,2,12.5922,11.1526,23.7448,0.707107,0.0,1.0,1.0,1.0,0.771482,83.55,2,1
MLH1,4292,OMIM:120436,muir-torre syndrome,OMIM:158320,3,3,2,11.0073,11.1526,22.1599,0.666667,0.707107,1.0,1.0,1.0,0.769795,83.43,1,1
MSH2,4436,OMIM:609309,muir-torre syndrome,OMIM:158320,3,3,2,11.0073,11.1526,22.1599,0.666667,0.707107,1.0,1.0,1.0,0.769795,83.43,1,1
FASTKD2,22868,OMIM:612322,?mitochondrial complex iv deficiency,OMIM:220110,3,1,4,12.5922,10.1526,22.7448,1.0,0.0,1.0,1.0,1.0,0.767441,83.39,1,1
TACO1,51204,OMIM:612958,?mitochondrial complex iv deficiency,OMIM:220110,3,1,4,12.5922,10.1526,22.7448,1.0,0.0,1.0,1.0,1.0,0.767441,83.39,1,1
COX6B1,1340,OMIM:124089,?mitochondrial complex iv deficiency,OMIM:220110,3,1,4,12.5922,10.1526,22.7448,1.0,0.0,1.0,1.0,1.0,0.767441,83.39,1,1
COX14,84987,OMIM:614478,?mitochondrial complex iv deficiency,OMIM:220110,3,1,4,12.5922,10.1526,22.7448,1.0,0.0,1.0,1.0,1.0,0.767441,83.39,1,1
DEC1,50514,OMIM:604767,esophageal squamous cell carcinoma,OMIM:133239,1,1,2,12.5922,11.1526,23.7448,1.0,0.0,0.3,1.0,1.0,0.767303,83.33,1,1
LZTS1,11178,OMIM:606551,esophageal squamous cell carcinoma,OMIM:133239,1,1,2,12.5922,11.1526,23.7448,1.0,0.0,0.3,1.0,1.0,0.767303,83.33,1,1
NR4A3,8013,OMIM:600542,"chondrosarcoma, extraskeletal myxoid",OMIM:612237,1,1,2,12.5922,11.1526,23.7448,1.0,0.0,0.3,1.0,1.0,0.767303,83.33,1,1
TAF15,8148,OMIM:601574,"chondrosarcoma, extraskeletal myxoid",OMIM:612237,1,1,2,12.5922,11.1526,23.7448,1.0,0.0,0.3,1.0,1.0,0.767303,83.33,1,1
EIF2B2,8892,OMIM:606454,ovarioleukodystrophy,OMIM:603896,3,2,3,11.5922,10.5676,22.1599,0.75,0.57735,1.0,1.0,1.0,0.766635,83.28,1,1
EIF2B5,8893,OMIM:603945,ovarioleukodystrophy,OMIM:603896,3,2,3,11.5922,10.5676,22.1599,0.75,0.57735,1.0,1.0,1.0,0.766635,83.28,1,1
CTHRC1,115908,OMIM:610635,barrett esophagus/esophageal adenocarcinoma,OMIM:614266,3,1,3,12.5922,10.5676,23.1599,0.853554,0.0,1.0,1.0,1.0,0.761329,83.21,1,1
ASCC1,51008,OMIM:614215,barrett esophagus/esophageal adenocarcinoma,OMIM:614266,3,1,3,12.5922,10.5676,23.1599,0.853554,0.0,1.0,1.0,1.0,0.761329,83.21,1,1
TET2,54790,OMIM:612839,"myelodysplastic syndrome, somatic",OMIM:614286,3,1,3,12.5922,10.5676,23.1599,0.853554,0.0,1.0,1.0,1.0,0.761329,83.21,1,1
PTPN12,5782,OMIM:600079,"colon cancer, somatic",OMIM:114500,3,1,3,12.5922,10.5676,23.1599,0.853554,0.0,1.0,1.0,1.0,0.761329,83.21,1,1
PTPRJ,5795,OMIM:600925,"colon cancer, somatic",OMIM:114500,3,1,3,12.5922,10.5676,23.1599,0.853554,0.0,1.0,1.0,1.0,0.761329,83.21,1,1
SF3B1,23451,OMIM:605590,"myelodysplastic syndrome, somatic",OMIM:614286,3,1,3,12.5922,10.5676,23.1599,0.853554,0.0,1.0,1.0,1.0,0.761329,83.21,1,1
VANGL2,57216,OMIM:600533,neural tube defects,OMIM:182940,3,1,3,12.5922,10.5676,23.1599,0.853554,0.0,1.0,1.0,1.0,0.761329,83.21,1,1
FUZ,80199,OMIM:610622,neural tube defects,OMIM:182940,3,1,3,12.5922,10.5676,23.1599,0.853554,0.0,1.0,1.0,1.0,0.761329,83.21,1,1
CALR,811,OMIM:109091,"myelofibrosis, somatic",OMIM:254450,3,2,3,11.5922,10.5676,22.1599,0.552586,0.816497,1.0,1.0,1.0,0.760986,83.14,1,2
ITGA2B,3674,OMIM:607759,glanzmann thrombasthenia,OMIM:273800,3,3,2,11.0073,11.1526,22.1599,0.516398,0.853554,1.0,1.0,1.0,0.757145,83.12,1,1
ITGA2B,3674,OMIM:607759,"bleeding disorder, platelet-type, 16, autosomal dominant",OMIM:187800,3,3,2,11.0073,11.1526,22.1599,0.516398,0.853554,1.0,1.0,1.0,0.757145,83.12,1,1
AGTR1,185,OMIM:106165,"hypertension, essential",OMIM:145500,3,2,2,11.5922,11.1526,22.7448,0.707107,0.353553,1.0,1.0,1.0,0.756672,83.09,2,1
IL4R,3566,OMIM:147781,"{aids, slow progression to}",OMIM:609423,3,2,2,11.5922,11.1526,22.7448,0.707107,0.353553,1.0,1.0,1.0,0.756672,83.09,2,1
ASXL1,171023,OMIM:612990,"myelodysplastic syndrome, somatic",OMIM:614286,3,2,3,11.5922,10.5676,22.1599,0.707107,0.57735,1.0,1.0,1.0,0.753215,83.05,2,1
MSR1,4481,OMIM:153622,barrett esophagus/esophageal adenocarcinoma,OMIM:614266,3,2,3,11.5922,10.5676,22.1599,0.707107,0.57735,1.0,1.0,1.0,0.753215,83.05,2,1
VANGL1,81839,OMIM:610132,neural tube defects,OMIM:182940,3,2,3,11.5922,10.5676,22.1599,0.707107,0.57735,1.0,1.0,1.0,0.753215,83.05,2,1
TCL4,6946,OMIM:186860,"leukemia/lymphoma, t-cell",-666,2,1,3,12.5922,10.5676,23.1599,1.0,0.0,0.6,1.0,1.0,0.752395,82.98,1,1
TCL1A,8115,OMIM:186960,"leukemia/lymphoma, t-cell",-666,2,1,3,12.5922,10.5676,23.1599,1.0,0.0,0.6,1.0,1.0,0.752395,82.98,1,1
SELE,6401,OMIM:131210,[blood pressure regulation qtl],OMIM:145500,2,1,3,12.5922,10.5676,23.1599,1.0,0.0,0.6,1.0,1.0,0.752395,82.98,1,1
ATP1B1,481,OMIM:182330,[blood pressure regulation qtl],OMIM:145500,2,1,3,12.5922,10.5676,23.1599,1.0,0.0,0.6,1.0,1.0,0.752395,82.98,1,1
TCL1B,9623,OMIM:603769,"leukemia/lymphoma, t-cell",-666,2,1,3,12.5922,10.5676,23.1599,1.0,0.0,0.6,1.0,1.0,0.752395,82.98,1,1
RGS5,8490,OMIM:603276,[blood pressure regulation qtl],OMIM:145500,2,1,3,12.5922,10.5676,23.1599,1.0,0.0,0.6,1.0,1.0,0.752395,82.98,1,1
LAMB3,3914,OMIM:150310,"epidermolysis bullosa, junctional, herlitz type",OMIM:226700,3,2,3,11.5922,10.5676,22.1599,0.704124,0.57735,1.0,1.0,1.0,0.752281,82.92,1,1
LAMC2,3918,OMIM:150292,"epidermolysis bullosa, junctional, herlitz type",OMIM:226700,3,2,3,11.5922,10.5676,22.1599,0.704124,0.57735,1.0,1.0,1.0,0.752281,82.92,1,1
DOK7,285489,OMIM:610285,fetal akinesia deformation sequence,OMIM:208150,3,2,2,11.5922,11.1526,22.7448,0.408248,0.707107,1.0,1.0,1.0,0.746131,82.85,1,1
FOXE3,2301,OMIM:601094,anterior segment mesenchymal dysgenesis,OMIM:107250,3,2,2,11.5922,11.1526,22.7448,0.408248,0.707107,1.0,1.0,1.0,0.746131,82.85,1,1
PRSS1,5644,OMIM:276000,"pancreatitis, hereditary",OMIM:167800,3,2,2,11.5922,11.1526,22.7448,0.408248,0.707107,1.0,1.0,1.0,0.746131,82.85,1,1
ERCC3,2071,OMIM:133510,trichothiodystrophy,OMIM:601675,3,2,2,11.5922,11.1526,22.7448,0.408248,0.707107,1.0,1.0,1.0,0.746131,82.85,1,1
SEPN1,57190,OMIM:606210,"myopathy, congenital, with fiber-type disproportion",OMIM:255310,3,2,2,11.5922,11.1526,22.7448,0.408248,0.707107,1.0,1.0,1.0,0.746131,82.85,1,1
C2,717,OMIM:613927,"{macular degeneration, age-related, 14, reduced risk of}",OMIM:615489,3,2,2,11.5922,11.1526,22.7448,0.408248,0.707107,1.0,1.0,1.0,0.746131,82.85,1,1
COL4A4,1286,OMIM:120131,"alport syndrome, autosomal recessive",OMIM:203780,3,2,2,11.5922,11.1526,22.7448,0.408248,0.707107,1.0,1.0,1.0,0.746131,82.85,1,1
EIF2B2,8892,OMIM:606454,leukoencephalopathy with vanishing white matter,OMIM:603896,3,2,4,11.5922,10.1526,21.7448,0.804738,0.57735,1.0,1.0,1.0,0.744054,82.79,1,2
EIF2B5,8893,OMIM:603945,leukoencephalopathy with vanishing white matter,OMIM:603896,3,2,4,11.5922,10.1526,21.7448,0.804738,0.57735,1.0,1.0,1.0,0.744054,82.79,1,2
KRT10,3858,OMIM:148080,"ichthyosis, cyclic, with epidermolytic hyperkeratosis",OMIM:607602,3,3,2,11.0073,11.1526,22.1599,0.471405,0.853554,1.0,1.0,1.0,0.743068,82.76,1,1
KRT10,3858,OMIM:148080,epidermolytic hyperkeratosis,OMIM:113800,3,3,2,11.0073,11.1526,22.1599,0.471405,0.853554,1.0,1.0,1.0,0.743068,82.76,1,1
FGF23,8074,OMIM:605380,"tumoral calcinosis, hyperphosphatemic, familial",OMIM:211900,3,3,2,11.0073,11.1526,22.1599,0.57735,0.707107,1.0,1.0,1.0,0.741851,82.69,1,1
DCTN1,1639,OMIM:601143,"{amyotrophic lateral sclerosis, susceptibility to}",OMIM:105400,3,3,2,11.0073,11.1526,22.1599,0.57735,0.707107,1.0,1.0,1.0,0.741851,82.69,1,1
FUT2,2524,OMIM:182100,[bombay phenotype],-666,3,3,2,11.0073,11.1526,22.1599,0.57735,0.707107,1.0,1.0,1.0,0.741851,82.69,1,1
IL1RN,3557,OMIM:147679,{gastric cancer risk after h. pylori infection},OMIM:137215,3,3,2,11.0073,11.1526,22.1599,0.57735,0.707107,1.0,1.0,1.0,0.741851,82.69,1,1
SNCA,6622,OMIM:163890,"dementia, lewy body",OMIM:127750,3,3,2,11.0073,11.1526,22.1599,0.57735,0.707107,1.0,1.0,1.0,0.741851,82.69,1,1
CHD7,55636,OMIM:608892,charge syndrome,OMIM:214800,3,3,2,11.0073,11.1526,22.1599,0.57735,0.707107,1.0,1.0,1.0,0.741851,82.69,1,1
ARL6,84100,OMIM:608845,"{bardet-biedl syndrome 1, modifier of}",OMIM:209900,3,3,2,11.0073,11.1526,22.1599,0.57735,0.707107,1.0,1.0,1.0,0.741851,82.69,1,1
MUC5B,727897,OMIM:600770,"{pulmonary fibrosis, idiopathic, susceptibility to}",OMIM:178500,3,1,3,12.5922,10.5676,23.1599,0.788675,0.0,1.0,1.0,1.0,0.74103,82.62,1,1
SFTPA1,653509,OMIM:178630,"{pulmonary fibrosis, idiopathic, susceptibility to}",OMIM:178500,3,1,3,12.5922,10.5676,23.1599,0.788675,0.0,1.0,1.0,1.0,0.74103,82.62,1,1
PCM1,5108,OMIM:600299,"thyroid carcinoma, papillary",OMIM:188550,3,1,5,12.5922,9.8307,22.4229,1.0,0.0,1.0,1.0,1.0,0.736642,82.57,1,1
NCOA4,8031,OMIM:601984,"thyroid carcinoma, papillary",OMIM:188550,3,1,5,12.5922,9.8307,22.4229,1.0,0.0,1.0,1.0,1.0,0.736642,82.57,1,1
GOLGA5,9950,OMIM:606918,"thyroid carcinoma, papillary",OMIM:188550,3,1,5,12.5922,9.8307,22.4229,1.0,0.0,1.0,1.0,1.0,0.736642,82.57,1,1
TRIM24,8805,OMIM:603406,"thyroid carcinoma, papillary",OMIM:188550,3,1,5,12.5922,9.8307,22.4229,1.0,0.0,1.0,1.0,1.0,0.736642,82.57,1,1
TRIM33,51592,OMIM:605769,"thyroid carcinoma, papillary",OMIM:188550,3,1,5,12.5922,9.8307,22.4229,1.0,0.0,1.0,1.0,1.0,0.736642,82.57,1,1
SDHC,6391,OMIM:602413,gastrointestinal stromal tumor,OMIM:606764,3,3,2,11.0073,11.1526,22.1599,0.516398,0.761802,1.0,1.0,1.0,0.735615,82.52,1,1
SH2B3,10019,OMIM:605093,"myelofibrosis, somatic",OMIM:254450,3,3,3,11.0073,10.5676,21.5749,0.643951,0.816497,1.0,1.0,1.0,0.732385,82.51,2,2
PRPH,5630,OMIM:170710,"{amyotrophic lateral sclerosis, susceptibility to}",OMIM:105400,3,1,2,12.5922,11.1526,23.7448,0.57735,0.0,1.0,1.0,1.0,0.730885,82.43,2,1
CCDC28B,79140,OMIM:610162,"{bardet-biedl syndrome 1, modifier of}",OMIM:209900,3,1,2,12.5922,11.1526,23.7448,0.57735,0.0,1.0,1.0,1.0,0.730885,82.43,2,1
IL1B,3553,OMIM:147720,{gastric cancer risk after h. pylori infection},OMIM:137215,3,1,2,12.5922,11.1526,23.7448,0.57735,0.0,1.0,1.0,1.0,0.730885,82.43,2,1
SMARCE1,6605,OMIM:603111,"{meningioma, familial, susceptibility to}",OMIM:607174,3,1,2,12.5922,11.1526,23.7448,0.57735,0.0,1.0,1.0,1.0,0.730885,82.43,1,1
GALNT3,2591,OMIM:601756,"tumoral calcinosis, hyperphosphatemic, familial",OMIM:211900,3,1,2,12.5922,11.1526,23.7448,0.57735,0.0,1.0,1.0,1.0,0.730885,82.43,2,1
HLA-DQA1,3117,OMIM:146880,"{celiac disease, susceptibility to}",OMIM:212750,3,1,2,12.5922,11.1526,23.7448,0.57735,0.0,1.0,1.0,1.0,0.730885,82.43,1,1
FUT1,2523,OMIM:211100,[bombay phenotype],-666,3,1,2,12.5922,11.1526,23.7448,0.57735,0.0,1.0,1.0,1.0,0.730885,82.43,2,1
SEMA3E,9723,OMIM:608166,charge syndrome,OMIM:214800,3,1,2,12.5922,11.1526,23.7448,0.57735,0.0,1.0,1.0,1.0,0.730885,82.43,2,1
SNCB,6620,OMIM:602569,"dementia, lewy body",OMIM:127750,3,1,2,12.5922,11.1526,23.7448,0.57735,0.0,1.0,1.0,1.0,0.730885,82.43,2,1
RAG2,5897,OMIM:179616,omenn syndrome,OMIM:603554,3,3,3,11.0073,10.5676,21.5749,0.637136,0.816497,1.0,1.0,1.0,0.730253,82.36,1,2
GARS,2617,OMIM:600287,"neuropathy, distal hereditary motor, type va",OMIM:600794,3,2,2,11.5922,11.1526,22.7448,0.353553,0.707107,1.0,1.0,1.0,0.729018,82.31,1,1
COL4A2,1284,OMIM:120090,"{hemorrhage, intracerebral, susceptibility to}",OMIM:614519,3,2,2,11.5922,11.1526,22.7448,0.353553,0.707107,1.0,1.0,1.0,0.729018,82.31,1,1
APOA2,336,OMIM:107670,"{hypercholesterolemia, familial, modifier of}",OMIM:143890,3,2,2,11.5922,11.1526,22.7448,0.353553,0.707107,1.0,1.0,1.0,0.729018,82.31,1,1
ACSL6,23305,OMIM:604443,"myelogenous leukemia, acute",-666,3,2,2,11.5922,11.1526,22.7448,0.353553,0.707107,1.0,1.0,1.0,0.729018,82.31,1,1
MYH3,4621,OMIM:160720,"arthrogryposis, distal, type 2b",OMIM:601680,3,2,2,11.5922,11.1526,22.7448,0.353553,0.707107,1.0,1.0,1.0,0.729018,82.31,1,1
FGQTL2,100379216,OMIM:613219,[fasting plasma glucose level qtl 2],-666,2,2,1,11.5922,12.1526,23.7448,0.0,1.0,0.6,1.0,1.0,0.728057,82.19,1,1
FGQTL2,100379216,OMIM:613219,[birth weight qtl 1],-666,2,2,1,11.5922,12.1526,23.7448,0.0,1.0,0.6,1.0,1.0,0.728057,82.19,1,1
MGR6,317773,OMIM:607516,"migraine with or without aura, susceptibility to",-666,2,2,1,11.5922,12.1526,23.7448,0.0,1.0,0.6,1.0,1.0,0.728057,82.19,1,1
MGR6,317773,OMIM:607516,"migraine, familial hemiplegic",-666,2,2,1,11.5922,12.1526,23.7448,0.0,1.0,0.6,1.0,1.0,0.728057,82.19,1,1
KMT2A,4297,OMIM:159555,"leukemia, myeloid/lymphoid or mixed-lineage",-666,2,2,1,11.5922,12.1526,23.7448,0.0,1.0,0.6,1.0,1.0,0.728057,82.19,1,2
DUP16P11.2,100909384,OMIM:614671,"{autism, susceptibility to, 14b}",-666,2,2,1,11.5922,12.1526,23.7448,0.0,1.0,0.6,1.0,1.0,0.728057,82.19,1,1
CELIAC6,100188846,OMIM:611598,"{celiac disease, susceptibility to, 6}",OMIM:611598,2,2,1,11.5922,12.1526,23.7448,0.0,1.0,0.6,1.0,1.0,0.728057,82.19,1,1
CELIAC6,100188846,OMIM:611598,"{autoimmune disease, susceptibility to, 5}",-666,2,2,1,11.5922,12.1526,23.7448,0.0,1.0,0.6,1.0,1.0,0.728057,82.19,1,1
DEL16P11.2,100187724,OMIM:611913,{autism susceptibility 14a},-666,2,2,1,11.5922,12.1526,23.7448,0.0,1.0,0.6,1.0,1.0,0.728057,82.19,1,1
VSPA,59332,OMIM:313000,turner syndrome-associated neurocognitive phenotype,-666,2,2,1,11.5922,12.1526,23.7448,0.0,1.0,0.6,1.0,1.0,0.728057,82.19,1,1
VSPA,59332,OMIM:313000,[visuospatial/perceptual abilities],-666,2,2,1,11.5922,12.1526,23.7448,0.0,1.0,0.6,1.0,1.0,0.728057,82.19,1,1
KDR,3791,OMIM:191306,"{hemangioma, capillary infantile, susceptibility to}",OMIM:602089,3,2,2,11.5922,11.1526,22.7448,0.5,0.5,1.0,1.0,1.0,0.726239,82.07,2,1
KDR,3791,OMIM:191306,"hemangioma, capillary infantile, somatic",OMIM:602089,3,2,2,11.5922,11.1526,22.7448,0.5,0.5,1.0,1.0,1.0,0.726239,82.07,2,1
GABBR2,9568,OMIM:607340,"{nicotine dependence, protection against}",OMIM:188890,3,2,2,11.5922,11.1526,22.7448,0.5,0.5,1.0,1.0,1.0,0.726239,82.07,2,1
CHRNA5,1138,OMIM:118505,"{nicotine dependence, susceptibility to}",OMIM:188890,3,2,2,11.5922,11.1526,22.7448,0.5,0.5,1.0,1.0,1.0,0.726239,82.07,1,2
GABBR2,9568,OMIM:607340,"{nicotine dependence, susceptibility to}",OMIM:188890,3,2,2,11.5922,11.1526,22.7448,0.5,0.5,1.0,1.0,1.0,0.726239,82.07,1,1
ABCC11,85320,OMIM:607040,"[earwax, wet/dry]",OMIM:117800,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CX3CR1,1524,OMIM:601470,"{macular degeneration, age-related, 12}",OMIM:613784,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
STAT1,6772,OMIM:600555,"immunodeficiency 31a, mycobacteriosis, autosomal dominant",OMIM:614892,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
STAT1,6772,OMIM:600555,"immunodeficiency 31b, mycobacterial and viral infections, autosomal recessive",OMIM:613796,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ABCC11,85320,OMIM:607040,"[colostrum secretion, variation in]",OMIM:117800,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
FSHR,2492,OMIM:136435,ovarian response to fsh stimulation,OMIM:276400,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ABCC11,85320,OMIM:607040,"[axillary odor, variation in]",OMIM:117800,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CFI,3426,OMIM:217030,"{macular degeneration, age-related, 13, susceptibility to}",OMIM:615439,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
RAF1,5894,OMIM:164760,"cardiomyopathy, dilated, 1nn",OMIM:615916,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
FSHR,2492,OMIM:136435,ovarian hyperstimulation syndrome,OMIM:608115,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CPS1,1373,OMIM:608307,{venoocclusive disease after bone marrow transplantation},-666,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CFI,3426,OMIM:217030,"{hemolytic uremic syndrome, atypical, susceptibility to, 3}",OMIM:612923,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CFI,3426,OMIM:217030,complement factor i deficiency,OMIM:610984,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
F13A1,2162,OMIM:134570,"{venous thrombosis, protection against}",OMIM:188050,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
C3,718,OMIM:120700,"{macular degeneration, age-related, 9}",OMIM:611378,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CACNA1F,778,OMIM:300110,"night blindness, congenital stationary (incomplete), 2a, x-linked",OMIM:300071,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
MBTPS2,51360,OMIM:300294,"keratosis follicularis spinulosa decalvans, x-linked",OMIM:308800,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
EDN1,1906,OMIM:131240,"question mark ears, isolated",OMIM:612798,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
EDN1,1906,OMIM:131240,{high density lipoprotein cholesterol level qtl 7},-666,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
MBTPS2,51360,OMIM:300294,"?olmsted syndrome, x-linked",OMIM:300918,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
C3,718,OMIM:120700,c3 deficiency,OMIM:613779,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
