drugbank_id,name,drug_class,atc_codes,moa,description,targets,safety_flags,pediatric_safe,pregnancy_category,routes,top_side_effects
DB08173,5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE,,[],,,[],[],True,,[],[]
DB08174,"5-CHLORO-N-((1R,2S)-2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO) CYCLOPENTYL)THIOPHENE-2-CARBOXAMIDE",,[],,,[],[],True,,[],[]
DB08426,"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE",,[],,,[],[],True,,[],[]
DB08487,3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE,,[],,,[],[],True,,[],[]
DB08488,"4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE",,[],,,[],[],True,,[],[]
DB08495,4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE,,[],,,[],[],True,,[],[]
DB08745,4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE,,[],,,[],[],True,,[],[]
DB08746,1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE,,[],,,[],[],True,,[],[]
DB09075,Edoxaban,,[],,,[],[],True,,[],[]
DB09141,Protamine sulfate,,[],,,[],[],True,,[],[]
DB09258,Bemiparin,,[],,,[],[],True,,[],[]
DB13150,Coagulation factor VII human,,[],,,[],[],True,,[],[]
DB13923,Emicizumab,,[],,,[],[],True,,[],[]
DB00181,Baclofen,,[],,,[],[],True,,[],[]
DB00837,Progabide,,[],,,[],[],True,,[],[]
DB02530,gamma-Aminobutyric acid,,[],,,[],[],True,,[],[]
DB05010,SGS-742,,[],,,[],[],True,,[],[]
DB06354,Tezampanel,,[],,,[],[],True,,[],[]
DB08891,Arbaclofen,,[],,,[],[],True,,[],[]
DB08892,Arbaclofen Placarbil,,[],,,[],[],True,,[],[]
DB01373,Calcium,,[],,,[],[],True,,[],[]
DB00174,Asparagine,,[],,,[],[],True,,[],[]
DB03541,"10-Propargyl-5,8-Dideazafolic Acid",,[],,,[],[],True,,[],[]
DB04253,Tretazicar,,[],,,[],[],True,,[],[]
DB07339,"(3S)-3-hydroxy-1-methyl-2,3-dihydro-1H-indole-5,6-dione",,[],,,[],[],True,,[],[]
DB08190,N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide,,[],,,[],[],True,,[],[]
DB08228,"5,8-dimethoxy-1,4-dimethylquinolin-2(1H)-one",,[],,,[],[],True,,[],[]
DB08744,Casimiroin,,[],,,[],[],True,,[],[]
DB00492,Fosinopril,,[],,,[],[],True,,[],[]
DB00616,Candoxatril,,[],,,[],[],True,,[],[]
DB00691,Moexipril,,[],,,[],[],True,,[],[]
DB00722,Lisinopril,,[],,,[],[],True,,[],[]
DB00886,Omapatrilat,,[],,,[],[],True,,[],[]
DB01180,Rescinnamine,,[],,,[],[],True,,[],[]
DB01340,Cilazapril,,[],,,[],[],True,,[],[]
DB01348,Spirapril,,[],,,[],[],True,,[],[]
DB02032,Epicaptopril,,[],,,[],[],True,,[],[]
DB03740,N-acetyl-alpha-D-glucosamine,,[],,,[],[],True,,[],[]
DB08836,Temocapril,,[],,,[],[],True,,[],[]
DB09477,Enalaprilat,,[],,,[],[],True,,[],[]
DB13166,Zofenopril,,[],,,[],[],True,,[],[]
DB15565,Cilazaprilat,,[],,,[],[],True,,[],[]
DB02721,4-Iodopyrazole,,[],,,[],[],True,,[],[]
DB04065,N-Cyclopentyl-N-Cyclobutylformamide,,[],,,[],[],True,,[],[]
DB01831,Tryptophanyl-5'amp,,[],,,[],[],True,,[],[]
DB04537,Tryptophanamide,,[],,,[],[],True,,[],[]
DB00606,Cyclothiazide,,[],,,[],[],True,,[],[]
DB00135,Tyrosine,,[],,,[],[],True,,[],[]
DB03978,Tyrosinal,,[],,,[],[],True,,[],[]
DB07205,N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE,,[],,,[],[],True,,[],[]
DB08371,p-Benzoyl-L-phenylalanine,,[],,,[],[],True,,[],[]
DB08617,"4-(2,2,2-TRIFLUOROETHYL)-L-PHENYLALANINE",,[],,,[],[],True,,[],[]
DB04852,Implitapide,,[],,,[],[],True,,[],[]
DB05678,SLx-4090,,[],,,[],[],True,,[],[]
DB00156,Threonine,,[],,,[],[],True,,[],[]
DB06439,Tyloxapol,,[],,,[],[],True,,[],[]
DB05254,Fibrinolysin,,[],,,[],[],True,,[],[]
DB05936,CVT-6883,,[],,,[],[],True,,[],[]
DB05297,Paclitaxel docosahexaenoic acid,,[],,,[],[],True,,[],[]
DB06307,Apoptone,,[],,,[],[],True,,[],[]
DB09401,Isosorbide,,[],,,[],[],True,,[],[]
DB12191,Obatoclax,,[],,,[],[],True,,[],[]
DB12340,Navitoclax,,[],,,[],[],True,,[],[]
DB05431,MLN-977,,[],,,[],[],True,,[],[]
DB11994,Diacerein,,[],,,[],[],True,,[],[]
DB08848,Guvacine,,[],,,[],[],True,,[],[]
DB02222,"2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine",,[],,,[],[],True,,[],[]
DB02230,Immucillin-G,,[],,,[],[],True,,[],[]
DB02377,Guanine,,[],,,[],[],True,,[],[]
DB02391,"2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One",,[],,,[],[],True,,[],[]
DB02568,Peldesine,,[],,,[],[],True,,[],[]
DB02796,9-deazainosine,,[],,,[],[],True,,[],[]
DB02857,Guanosine,,[],,,[],[],True,,[],[]
DB03101,Ribose-1-Phosphate,,[],,,[],[],True,,[],[]
DB03551,"(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium",,[],,,[],[],True,,[],[]
DB03609,3'-deoxyguanosine,,[],,,[],[],True,,[],[]
DB03881,"(2S,3R,4S,5S)-3,4-Dihydroxy-2-[(methylsulfanyl)methyl]-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidinium",,[],,,[],[],True,,[],[]
DB04260,"9-(5,5-Difluoro-5-Phosphonopentyl)Guanine",,[],,,[],[],True,,[],[]
DB04753,"9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",,[],,,[],[],True,,[],[]
DB04754,"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",,[],,,[],[],True,,[],[]
DB04757,"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE",,[],,,[],[],True,,[],[]
DB06185,Forodesine,,[],,,[],[],True,,[],[]
DB00548,Azelaic acid,,[],,,[],[],True,,[],[]
DB00600,Monobenzone,,[],,,[],[],True,,[],[]
DB01055,Mimosine,,[],,,[],[],True,,[],[]
DB11254,Hexylresorcinol,,[],,,[],[],True,,[],[]
DB01699,(4e)-4-Aminohex-4-Enoic Acid,,[],,,[],[],True,,[],[]
DB04235,4-Amino Hexanoic Acid,,[],,,[],[],True,,[],[]
DB11948,Lapachone,,[],,,[],[],True,,[],[]
DB02696,"6-Aminohexyl-uridine-C1,5'-diphosphate",,[],,,[],[],True,,[],[]
DB03013,N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosamine,,[],,,[],[],True,,[],[]
DB03685,Uridine monophosphate,,[],,,[],[],True,,[],[]
DB03814,2-(N-morpholino)ethanesulfonic acid,,[],,,[],[],True,,[],[]
DB06408,Taribavirin,,[],,,[],[],True,,[],[]
DB00480,Lenalidomide,,[],,,[],[],True,,[],[]
DB01404,Ginseng,,[],,,[],[],True,,[],[]
DB03477,1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole,,[],,,[],[],True,,[],[]
DB03866,Prostaglandin G2,,[],,,[],[],True,,[],[]
DB09217,Firocoxib,,[],,,[],[],True,,[],[]
DB13167,Alclofenac,,[],,,[],[],True,,[],[]
DB01833,Canavanine,,[],,,[],[],True,,[],[]
DB02048,"1,2,4-Triazole-Carboxamidine",,[],,,[],[],True,,[],[]
DB02141,"S,S'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",,[],,,[],[],True,,[],[]
DB02335,2-Aminothiazoline,,[],,,[],[],True,,[],[]
DB02589,Se-Ethyl-Isoselenourea,,[],,,[],[],True,,[],[]
DB02911,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine",,[],,,[],[],True,,[],[]
DB02979,"N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane",,[],,,[],[],True,,[],[]
DB02994,Cacodylic acid,,[],,,[],[],True,,[],[]
DB03065,7-Nitroindazole-2-Carboxamidine,,[],,,[],[],True,,[],[]
DB03305,N(G)-Iminoethylornithine,,[],,,[],[],True,,[],[]
DB03332,"5,6-Cyclic-Tetrahydropteridine",,[],,,[],[],True,,[],[]
DB03910,"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",,[],,,[],[],True,,[],[]
DB03918,"6S-5,6,7,8-Tetrahydrobiopterin",,[],,,[],[],True,,[],[]
DB03963,S-(Dimethylarsenic)Cysteine,,[],,,[],[],True,,[],[]
DB03974,L-homoarginine,,[],,,[],[],True,,[],[]
DB04018,S-Isopropyl-Isothiourea,,[],,,[],[],True,,[],[]
DB04559,N-(Chlorophenyl)-N'-hydroxyguanidine,,[],,,[],[],True,,[],[]
DB07001,"(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine",,[],,,[],[],True,,[],[]
DB07244,"5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE",,[],,,[],[],True,,[],[]
DB08597,Dorsomorphin,,[],,,[],[],True,,[],[]
DB02062,"N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine",,[],,,[],[],True,,[],[]
DB02557,Phosphoramidon,,[],,,[],[],True,,[],[]
DB02558,N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,,[],,,[],[],True,,[],[]
DB02597,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",,[],,,[],[],True,,[],[]
DB05796,Daglutril,,[],,,[],[],True,,[],[]
DB08575,"2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM",,[],,,[],[],True,,[],[]
DB08626,Thiorphan,,[],,,[],[],True,,[],[]
DB09292,Sacubitril,,[],,,[],[],True,,[],[]
DB11623,Candoxatrilat,,[],,,[],[],True,,[],[]
DB00232,Methyclothiazide,,[],,,[],[],True,,[],[]
DB00311,Ethoxzolamide,,[],,,[],[],True,,[],[]
DB00423,Methocarbamol,,[],,,[],[],True,,[],[]
DB00562,Benzthiazide,,[],,,[],[],True,,[],[]
DB00703,Methazolamide,,[],,,[],[],True,,[],[]
DB00880,Chlorothiazide,,[],,,[],[],True,,[],[]
DB01031,Ethinamate,,[],,,[],[],True,,[],[]
DB01144,Diclofenamide,,[],,,[],[],True,,[],[]
DB01325,Quinethazone,,[],,,[],[],True,,[],[]
DB08155,N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE,,[],,,[],[],True,,[],[]
DB08156,3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID,,[],,,[],[],True,,[],[]
DB08157,ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE,,[],,,[],[],True,,[],[]
DB09460,Sodium carbonate,,[],,,[],[],True,,[],[]
DB09472,Sodium sulfate,,[],,,[],[],True,,[],[]
DB09121,Aurothioglucose,,[],,,[],[],True,,[],[]
DB00212,Remikiren,,[],,,[],[],True,,[],[]
DB02296,Isoamyl alcohol,,[],,,[],[],True,,[],[]
DB02803,"3-Phenyl-1,2-Propandiol",,[],,,[],[],True,,[],[]
DB03024,2-Methyl-3-(2-Aminothiazolo)Propanal,,[],,,[],[],True,,[],[]
DB03395,Enalkiren,,[],,,[],[],True,,[],[]
DB03736,2-Cyclopropylmethylenepropanal,,[],,,[],[],True,,[],[]
DB03968,"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine",,[],,,[],[],True,,[],[]
DB04387,1-Hydroxy-2-Amino-3-Cyclohexylpropane,,[],,,[],[],True,,[],[]
DB05203,SPP1148,,[],,,[],[],True,,[],[]
DB06899,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE",,[],,,[],[],True,,[],[]
DB06967,"6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE",,[],,,[],[],True,,[],[]
DB07059,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE",,[],,,[],[],True,,[],[]
DB07113,"(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE",,[],,,[],[],True,,[],[]
DB07174,"6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE",,[],,,[],[],True,,[],[]
DB08099,"6-ethyl-5-[(2S)-1-(3-methoxypropyl)-2-phenyl-1,2,3,4-tetrahydroquinolin-7-yl]pyrimidine-2,4-diamine",,[],,,[],[],True,,[],[]
DB05168,Vintafolide,,[],,,[],[],True,,[],[]
DB02142,Pyridoxamine-5'-Phosphate,,[],,,[],[],True,,[],[]
DB02556,D-Phenylalanine,,[],,,[],[],True,,[],[]
DB04083,N(6)-(pyridoxal phosphate)-L-lysine,,[],,,[],[],True,,[],[]
DB07950,Indoleacetic acid,,[],,,[],[],True,,[],[]
DB00075,Muromonab,,[],,,[],[],True,,[],[]
DB06607,Catumaxomab,,[],,,[],[],True,,[],[]
DB00407,Ardeparin,,[],,,[],[],True,,[],[]
DB04464,N-Formylmethionine,,[],,,[],[],True,,[],[]
DB05361,SR-123781A,,[],,,[],[],True,,[],[]
DB06271,Sulodexide,,[],,,[],[],True,,[],[]
DB06754,Danaparoid,,[],,,[],[],True,,[],[]
DB08813,Nadroparin,,[],,,[],[],True,,[],[]
DB11598,Antithrombin III human,,[],,,[],[],True,,[],[]
DB01983,2(S)-Amino-6-Boronohexanoic Acid,,[],,,[],[],True,,[],[]
DB02381,nor-NOHA,,[],,,[],[],True,,[],[]
DB02499,Dinor-N(Omega)-Hydroxy-L-Arginine,,[],,,[],[],True,,[],[]
DB02689,S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine,,[],,,[],[],True,,[],[]
DB03731,S-2-(Boronoethyl)-L-Cysteine,,[],,,[],[],True,,[],[]
DB03904,Urea,,[],,,[],[],True,,[],[]
DB04197,Descarboxy-nor-N(Omega)-Hydroxy-L-Arginine,,[],,,[],[],True,,[],[]
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",,[],,,[],[],True,,[],[]
DB04585,DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID,,[],,,[],[],True,,[],[]
DB04648,S-propylamine-L-cysteine,,[],,,[],[],True,,[],[]
DB00413,Pramipexole,,[],,,[],[],True,,[],[]
DB00449,Dipivefrin,,[],,,[],[],True,,[],[]
DB00692,Phentolamine,,[],,,[],[],True,,[],[]
DB00925,Phenoxybenzamine,,[],,,[],[],True,,[],[]
DB00935,Oxymetazoline,,[],,,[],[],True,,[],[]
DB00964,Apraclonidine,,[],,,[],[],True,,[],[]
DB05492,Epicept NP-1,,[],,,[],[],True,,[],[]
DB06229,Ocaperidone,,[],,,[],[],True,,[],[]
DB06623,Flupirtine,,[],,,[],[],True,,[],[]
DB06694,Xylometazoline,,[],,,[],[],True,,[],[]
DB06711,Naphazoline,,[],,,[],[],True,,[],[]
DB09242,Moxonidine,,[],,,[],[],True,,[],[]
DB11738,Rilmenidine,,[],,,[],[],True,,[],[]
DB00422,Methylphenidate,,[],,,[],[],True,,[],[]
DB01616,Alverine,,[],,,[],[],True,,[],[]
DB04888,Bifeprunox,,[],,,[],[],True,,[],[]
DB04970,Lesopitron,,[],,,[],[],True,,[],[]
DB05339,MN-305,,[],,,[],[],True,,[],[]
DB05509,LI-301,,[],,,[],[],True,,[],[]
DB05562,Naluzotan,,[],,,[],[],True,,[],[]
DB06393,Xaliproden,,[],,,[],[],True,,[],[]
DB06454,Sarizotan,,[],,,[],[],True,,[],[]
DB06538,Robalzotan,,[],,,[],[],True,,[],[]
DB12061,Pardoprunox,,[],,,[],[],True,,[],[]
DB15665,SEP-363856,,[],,,[],[],True,,[],[]
DB00618,Demeclocycline,,[],,,[],[],True,,[],[]
DB05091,M0002,,[],,,[],[],True,,[],[]
DB05838,OPC-51803,,[],,,[],[],True,,[],[]
DB04478,"Cp-166572, 2-Hydroxymethyl-4-(4-N,N-Dimethylaminosulfonyl-1-Piperazino)-Pyrimidine",,[],,,[],[],True,,[],[]
DB02011,N-(Phosphonoacetyl)-L-Ornithine,,[],,,[],[],True,,[],[]
DB04185,Norvaline,,[],,,[],[],True,,[],[]
DB08492,(2E)-3-(2-OCT-1-YN-1-YLPHENYL)ACRYLIC ACID,,[],,,[],[],True,,[],[]
DB00728,Rocuronium,,[],,,[],[],True,,[],[]
DB04885,Cilansetron,,[],,,[],[],True,,[],[]
DB05049,DDP733,,[],,,[],[],True,,[],[]
DB05642,DDP-225,,[],,,[],[],True,,[],[]
DB11699,Tropisetron,,[],,,[],[],True,,[],[]
DB00509,Dextrothyroxine,,[],,,[],[],True,,[],[]
DB02106,"[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid",,[],,,[],[],True,,[],[]
DB03176,KB-141,,[],,,[],[],True,,[],[]
DB03181,"2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione",,[],,,[],[],True,,[],[]
DB03604,Tiratricol,,[],,,[],[],True,,[],[]
DB03788,GC-24,,[],,,[],[],True,,[],[]
DB05035,Eprotirome,,[],,,[],[],True,,[],[]
DB05192,MB07811,,[],,,[],[],True,,[],[]
DB07425,Sobetirome,,[],,,[],[],True,,[],[]
DB08085,1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE,,[],,,[],[],True,,[],[]
DB02079,Aminooxyacetic acid,,[],,,[],[],True,,[],[]
DB08060,4-(2-AMINOPHENYL)-4-OXOBUTANOIC ACID,,[],,,[],[],True,,[],[]
DB02820,"1-Azepan-1-Yl-2-Phenyl-2-(4-Thioxo-1,4-Dihydro-Pyrazolo[3,4-D]Pyrimidin-5-Yl)Ethanone Adduct",,[],,,[],[],True,,[],[]
DB09532,Secretin human,,[],,,[],[],True,,[],[]
DB01671,p-Hydroxymercuribenzoic acid,,[],,,[],[],True,,[],[]
DB01748,N-Benzyl-4-Sulfamoyl-Benzamide,,[],,,[],[],True,,[],[]
DB01784,4-Flourobenzenesulfonamide,,[],,,[],[],True,,[],[]
DB01964,AL5424,,[],,,[],[],True,,[],[]
DB02069,N-(2-Flouro-Benzyl)-4-Sulfamoyl-Benzamide,,[],,,[],[],True,,[],[]
DB02087,"3,5-Difluorobenzenesulfonamide",,[],,,[],[],True,,[],[]
DB02220,AL7089A,,[],,,[],[],True,,[],[]
DB02221,"4-(Aminosulfonyl)-N-[(2,4,6-Trifluorophenyl)Methyl]-Benzamide",,[],,,[],[],True,,[],[]
DB02292,Irosustat,,[],,,[],[],True,,[],[]
DB02429,4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide,,[],,,[],[],True,,[],[]
DB02479,(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,,[],,,[],[],True,,[],[]
DB02535,Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide,,[],,,[],[],True,,[],[]
DB02602,AL7182,,[],,,[],[],True,,[],[]
DB02610,"N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide",,[],,,[],[],True,,[],[]
DB02679,Cyanamide,,[],,,[],[],True,,[],[]
DB02861,"4-(Aminosulfonyl)-N-[(3,4,5-Trifluorophenyl)Methyl]-Benzamide",,[],,,[],[],True,,[],[]
DB02866,Dansylamide,,[],,,[],[],True,,[],[]
DB02894,"Sulfamic Acid 2,3-O-(1-Methylethylidene)-4,5-O-Sulfonyl-Beta-Fructopyranose Ester",,[],,,[],[],True,,[],[]
DB02986,"N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide",,[],,,[],[],True,,[],[]
DB03039,"4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide",,[],,,[],[],True,,[],[]
DB03221,AL7099A,,[],,,[],[],True,,[],[]
DB03262,"Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",,[],,,[],[],True,,[],[]
DB03270,"2,6-Difluorobenzenesulfonamide",,[],,,[],[],True,,[],[]
DB03294,"1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide",,[],,,[],[],True,,[],[]
DB03333,(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester,,[],,,[],[],True,,[],[]
DB03385,4-Methylimidazole,,[],,,[],[],True,,[],[]
DB03526,AL5927,,[],,,[],[],True,,[],[]
DB03594,"1,2,4-Triazole",,[],,,[],[],True,,[],[]
DB03596,N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide,,[],,,[],[],True,,[],[]
DB03598,"Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",,[],,,[],[],True,,[],[]
DB03697,4-Sulfonamide-[1-(4-Aminobutane)]Benzamide,,[],,,[],[],True,,[],[]
DB03844,"N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide",,[],,,[],[],True,,[],[]
DB03877,AL-4623,,[],,,[],[],True,,[],[]
DB03950,(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,,[],,,[],[],True,,[],[]
DB03975,Mercuribenzoic Acid,,[],,,[],[],True,,[],[]
DB04002,4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide,,[],,,[],[],True,,[],[]
DB04081,"(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide",,[],,,[],[],True,,[],[]
DB04089,AL5300,,[],,,[],[],True,,[],[]
DB04180,"4-(Aminosulfonyl)-N-[(2,4-Difluorophenyl)Methyl]-Benzamide",,[],,,[],[],True,,[],[]
DB04203,3-Mercuri-4-Aminobenzenesulfonamide,,[],,,[],[],True,,[],[]
DB04371,AL6528,,[],,,[],[],True,,[],[]
DB04394,3-Nitro-4-(2-Oxo-Pyrrolidin-1-Yl)-Benzenesulfonamide,,[],,,[],[],True,,[],[]
DB04549,"4-(Aminosulfonyl)-N-[(2,3,4-Trifluorophenyl)Methyl]-Benzamide",,[],,,[],[],True,,[],[]
DB04600,"4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",,[],,,[],[],True,,[],[]
DB04601,"4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",,[],,,[],[],True,,[],[]
DB04763,"1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM",,[],,,[],[],True,,[],[]
DB06891,"5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE",,[],,,[],[],True,,[],[]
DB06954,"2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate",,[],,,[],[],True,,[],[]
DB07048,"N-[(2R)-5-(aminosulfonyl)-2,3-dihydro-1H-inden-2-yl]-2-propylpentanamide",,[],,,[],[],True,,[],[]
DB07050,"5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide",,[],,,[],[],True,,[],[]
DB07363,"THIOPHENE-2,5-DISULFONIC ACID 2-AMIDE-5-(4-METHYL-BENZYLAMIDE)",,[],,,[],[],True,,[],[]
DB07467,(S)-Indapamide,,[],,,[],[],True,,[],[]
DB07476,N-[4-(AMINOSULFONYL)PHENYL]-2-MERCAPTOBENZAMIDE,,[],,,[],[],True,,[],[]
DB07596,"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate",,[],,,[],[],True,,[],[]
DB07632,"5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide",,[],,,[],[],True,,[],[]
DB07710,PHENYLALANYLAMINODI(ETHYLOXY)ETHYL BENZENESULFONAMIDEAMINOCARBONYLBENZENESULFONAMIDE,,[],,,[],[],True,,[],[]
DB07742,"N-(2,3-DIFLUORO-BENZYL)-4-SULFAMOYL-BENZAMIDE",,[],,,[],[],True,,[],[]
DB08046,2-chloro-5-[(1S)-1-hydroxy-3-oxo-2H-isoindol-1-yl]benzenesulfonamide,,[],,,[],[],True,,[],[]
DB08083,"2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide",,[],,,[],[],True,,[],[]
DB08165,indane-5-sulfonamide,,[],,,[],[],True,,[],[]
DB08202,4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE,,[],,,[],[],True,,[],[]
DB08301,N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE,,[],,,[],[],True,,[],[]
DB08329,Sulthiame,,[],,,[],[],True,,[],[]
DB08416,"(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE",,[],,,[],[],True,,[],[]
DB08418,"(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate",,[],,,[],[],True,,[],[]
